"MedCodeId"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"Term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"Release"	"EmisCodeCategoryId"	"SH"	"Group"
"392521000006114"	2	"U266"	"U266.00"	"[x]intentional self harm by explosive material, occurrence at industrial and construction area"	219340003	331767019	NA	32	1	"self harm"
"392531000006112"	1	"U263"	"U263.00"	"[x]intentional self harm by explosive material, occurrence at sports and athletics area"	219340003	331767019	NA	32	1	"self harm"
"392541000006119"	1	"U265"	"U265.00"	"[x]intentional self harm by explosive material, occurrence at trade and service area"	219340003	331767019	NA	32	1	"self harm"
"392551000006117"	1	"U23y"	"U23y.00"	"[x]intentional self harm by handgun discharge, occurrence at other specified place"	422691000000103	1025601000000112	NA	32	1	"self harm"
"392561000006115"	2	"U23z"	"U23z.00"	"[x]intentional self harm by handgun discharge, occurrence at unspecified place"	393841000000101	1025611000000114	NA	32	1	"self harm"
"392571000006110"	1	"U231"	"U231.00"	"[x]intentional self harm by handgun discharge, occurrence in residential institution"	391801000000103	801091000000115	NA	32	1	"self harm"
"392581000006113"	1	"U236"	"U236.00"	"[x]intentional self harm by handgun discharge, occurrence at industrial and construction area"	458391000000107	1031351000000115	NA	32	1	"self harm"
"392591000006111"	1	"U234"	"U234.00"	"[x]intentional self harm by handgun discharge, occurrence on street and highway"	393111000000106	1019141000000114	NA	32	1	"self harm"
"392601000006115"	1	"U233"	"U233.00"	"[x]intentional self harm by handgun discharge, occurrence at sports and athletics area"	405061000000100	1018741000000119	NA	32	1	"self harm"
"392611000006117"	1	"U235"	"U235.00"	"[x]intentional self harm by handgun discharge, occurrence at trade and service area"	458381000000105	1019151000000112	NA	32	1	"self harm"
"392621000006113"	60	"U216"	"U216.00"	"[x]intent self harm by hang strangl/suffc indust/constr area"	248062006	370335016	NA	32	1	"self harm"
"392631000006111"	10	"U213"	"U213.00"	"[x]intent self harm by hang strangl/suffc sport/athlet area"	248062006	370335016	NA	32	1	"self harm"
"392641000006118"	6	"U215"	"U215.00"	"[x]intent self harm by hang strangl/suffc trade/service area"	248062006	370335016	NA	32	1	"self harm"
"392651000006116"	200	"U217"	"U217.00"	"[x]intent self harm by hanging strangulat/suffocat occ farm"	248062006	370335016	NA	32	1	"self harm"
"392661000006119"	800	"U210"	"U210.00"	"[x]intent self harm by hanging strangulat/suffocat occ home"	434241000000100	927161000000116	NA	32	1	"self harm"
"392681000006112"	100	"U21y"	"U21y.00"	"[x]intent self harm by hangng strangul/suffoct oth spec plce"	248062006	370335016	NA	32	1	"self harm"
"392691000006110"	200	"U21z"	"U21z.00"	"[x]intent self harm by hangng strangul/suffoct unspecif plce"	391821000000107	803411000000119	NA	32	1	"self harm"
"392701000006110"	60	"U211"	"U211.00"	"[x]intent self harm by hangng strangult/suffoct resid instit"	473791000000101	804171000000118	NA	32	1	"self harm"
"392711000006113"	10	"U214"	"U214.00"	"[x]intent self harm by hangng strangult/suffoct street/h'way"	248062006	370335016	NA	32	1	"self harm"
"392721000006117"	10	"U2B1"	"U2B1.00"	"[x]intentional self harm by jumping from a high place, occurrence in residential institution"	287186005	426705017	NA	32	1	"self harm"
"392731000006119"	30	"U2B4"	"U2B4.00"	"[x]intentional self harm by jumping from a high place, occurrence on street and highway"	287186005	426705017	NA	32	1	"self harm"
"392741000006112"	4	"U2B3"	"U2B3.00"	"[x]intentional self harm by jumping from a high place, occurrence at sports and athletics area"	287186005	426705017	NA	32	1	"self harm"
"392751000006114"	10	"U2B5"	"U2B5.00"	"[x]intentional self harm by jumping from a high place, occurrence at trade and service area"	287186005	426705017	NA	32	1	"self harm"
"392761000006111"	4	"U2C7"	"U2C7.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence on farm"	224948000	338100015	NA	32	1	"self harm"
"392771000006116"	4	"U2C0"	"U2C0.00"	"[x]intentional self harm by jumping or lying before moving object, occurrence at home"	224948000	338100015	NA	32	1	"self harm"
"392781000006118"	100	"U2C"	"U2C..00"	"[x]intentional self harm by jumping or lying before moving object"	418420002	2576648017	NA	32	1	"self harm"
"392791000006115"	70	"U2B0"	"U2B0.00"	"[x]intentional self harm by jumping from a high place, occurrence at home"	287186005	426705017	NA	32	1	"self harm"
"392801000006119"	1	"U2B7"	"U2B7.00"	"[x]intentional self harm by jumping from a high place, occurrence on farm"	287186005	426705017	NA	32	1	"self harm"
"392811000006116"	40	"U2y1"	"U2y1.00"	"[x]intentional self harm by other specified means, occurrence in residential institution"	418420002	2576648017	NA	32	1	"self harm"
"392821000006112"	2	"U2y3"	"U2y3.00"	"[x]intentional self harm by other specified means, occurrence at sports and athletics area"	418420002	2576648017	NA	32	1	"self harm"
"392831000006110"	50	"U2y4"	"U2y4.00"	"[x]intentional self harm by other specified means, occurrence on street and highway"	418420002	2576648017	NA	32	1	"self harm"
"392841000006117"	1	"U2y5"	"U2y5.00"	"[x]intentional self harm by other specified means, occurrence at trade and service area"	418420002	2576648017	NA	32	1	"self harm"
"392851000006115"	100	"U2yz"	"U2yz.00"	"[x]intentional self harm by other specified means, occurrence at unspecified place"	418420002	2576648017	NA	32	1	"self harm"
"392861000006118"	20	"U25"	"U25..00"	"[x]intentional self harm by other and unspecified firearm discharge"	403641000000108	802071000000112	NA	32	1	"self harm"
"392871000006113"	50	"U24"	"U24..00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge"	387051000000104	1025621000000115	NA	32	1	"self harm"
"392881000006111"	8	"U296"	"U296.00"	"[x]intentional self harm by sharp object, occurrence at industrial and construction area"	385491000000105	1000131000000112	NA	32	1	"self harm"
"392891000006114"	100	"U291"	"U291.00"	"[x]intentional self harm by sharp object, occurrence in residential institution"	459811000000100	1000081000000112	NA	32	1	"self harm"
"392901000006113"	2	"U293"	"U293.00"	"[x]intentional self harm by sharp object, occurrence at sports and athletics area"	385441000000100	1000101000000118	NA	32	1	"self harm"
"392911000006111"	6	"U295"	"U295.00"	"[x]intentional self harm by sharp object, occurrence at trade and service area"	385461000000104	1000121000000110	NA	32	1	"self harm"
"392921000006115"	2	"U276"	"U276.00"	"[x]intentional self harm by smoke, fire and flames, occurrence at industrial and construction area"	284744004	423516018	NA	32	1	"self harm"
"392931000006117"	1	"U273"	"U273.00"	"[x]intentional self harm by smoke, fire and flames, occurrence at sports and athletics area"	284744004	423516018	NA	32	1	"self harm"
"392941000006110"	3	"U275"	"U275.00"	"[x]intentional self harm by smoke, fire and flames, occurrence at trade and service area"	284744004	423516018	NA	32	1	"self harm"
"392951000006112"	20	"U27y"	"U27y.00"	"[x]intentional self harm by smoke, fire and flames, occurrence at other specified place"	284744004	423516018	NA	32	1	"self harm"
"392961000006114"	20	"U271"	"U271.00"	"[x]intentional self harm by smoke, fire and flames, occurrence in residential institution"	284744004	423516018	NA	32	1	"self harm"
"392971000006119"	4	"U274"	"U274.00"	"[x]intentional self harm by smoke, fire and flames, occurrence on street and highway"	284744004	423516018	NA	32	1	"self harm"
"392981000006116"	2	"U272"	"U272.00"	"[x]intentional self harm by smoke, fire and flames, occurrence at school, other institution and public administrative area"	284744004	423516018	NA	32	1	"self harm"
"392991000006118"	30	"U27z"	"U27z.00"	"[x]intentional self harm by smoke, fire and flames, occurrence at unspecified place"	284744004	423516018	NA	32	1	"self harm"
"393001000006117"	60	"U280"	"U280.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence at home"	285142001	424047010	NA	32	1	"self harm"
"393011000006119"	1	"U287"	"U287.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence on farm"	285142001	424047010	NA	32	1	"self harm"
"393021000006110"	1	"U281"	"U281.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence in residential institution"	285142001	424047010	NA	32	1	"self harm"
"393031000006113"	1	"U284"	"U284.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence on street and highway"	285142001	424047010	NA	32	1	"self harm"
"393041000006115"	5	"U28z"	"U28z.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence at unspecified place"	285142001	424047010	NA	32	1	"self harm"
"393051000006118"	4	"U28y"	"U28y.00"	"[x]intentional self harm by steam, hot vapours and hot objects, occurrence at other specified place"	285142001	424047010	NA	32	1	"self harm"
"393061000006116"	20	"U2z2"	"U2z2.00"	"[x]intentional self harm by unspecified means, occurrence at school, other institution and public administrative area"	418420002	2576648017	NA	32	1	"self harm"
"393071000006111"	500	"U2zz"	"U2zz.00"	"[x]intentional self harm by unspecified means, occurrence at unspecified place"	418420002	2576648017	NA	32	1	"self harm"
"393081000006114"	80	"U2zy"	"U2zy.00"	"[x]intentional self harm by unspecified means, occurrence at other specified place"	418420002	2576648017	NA	32	1	"self harm"
"393091000006112"	40	"U2z1"	"U2z1.00"	"[x]intentional self harm by unspecified means, occurrence in residential institution"	418420002	2576648017	NA	32	1	"self harm"
"393101000006118"	6	"U2z4"	"U2z4.00"	"[x]intentional self harm by unspecified means, occurrence on street and highway"	418420002	2576648017	NA	32	1	"self harm"
"393111000006115"	2	"U2D6"	"U2D6.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence at industrial and construction area"	418420002	2576648017	NA	32	1	"self harm"
"393121000006111"	1	"U2D5"	"U2D5.00"	"[x]intentional self harm by crashing of motor vehicle, occurrence at trade and service area"	418420002	2576648017	NA	32	1	"self harm"
"393131000006114"	2	"U222"	"U222.00"	"[x]intentional self harm by drowning and submersion, occurrence at school, other institution and public administrative area"	457321000000105	1016811000000112	NA	32	1	"self harm"
"393141000006116"	1	"U232"	"U232.00"	"[x]intentional self harm by handgun discharge, occurrence at school, other institution and public administrative area"	405051000000103	1014671000000112	NA	32	1	"self harm"
"393151000006119"	20	"U2y2"	"U2y2.00"	"[x]intentional self harm by other specified means, occurrence at school, other institution and public administrative area"	418420002	2576648017	NA	32	1	"self harm"
"393161000006117"	2	"U2y6"	"U2y6.00"	"[x]intentional self harm by other specified means, occurrence at industrial and construction area"	418420002	2576648017	NA	32	1	"self harm"
"393171000006112"	50	"U2yy"	"U2yy.00"	"[x]intentional self harm by other specified means, occurrence at other specified place"	418420002	2576648017	NA	32	1	"self harm"
"393181000006110"	1	"U255"	"U255.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence at trade and service area"	458531000000103	1027651000000118	NA	32	1	"self harm"
"393191000006113"	1	"U251"	"U251.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence in residential institution"	472751000000101	807091000000114	NA	32	1	"self harm"
"393201000006111"	1	"U254"	"U254.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence on street and highway"	404831000000101	1027641000000116	NA	32	1	"self harm"
"393211000006114"	1	"U25z"	"U25z.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence at unspecified place"	445901000000105	1030221000000110	NA	32	1	"self harm"
"393221000006118"	1	"U25y"	"U25y.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence at other specified place"	445891000000109	1027681000000112	NA	32	1	"self harm"
"393231000006115"	8	"U250"	"U250.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence at home"	433281000000106	968711000000114	NA	32	1	"self harm"
"393241000006113"	1	"U257"	"U257.00"	"[x]intentional self harm by other and unspecified firearm discharge, occurrence on farm"	385481000000108	1027671000000110	NA	32	1	"self harm"
"393251000006110"	1	"U247"	"U247.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence on farm"	404741000000103	1031451000000110	NA	32	1	"self harm"
"393261000006112"	9	"U240"	"U240.00"	"[x]intentional self harm by rifle, shotgun and larger firearm discharge, occurrence at home"	393871000000107	1019711000000114	NA	32	1	"self harm"
"393271000006117"	20	"U292"	"U292.00"	"[x]intentional self harm by sharp object, occurrence at school, other institution and public administrative area"	459821000000106	1000091000000114	NA	32	1	"self harm"
"393281000006119"	2	"U2z6"	"U2z6.00"	"[x]intentional self harm by unspecified means, occurrence at industrial and construction area"	418420002	2576648017	NA	32	1	"self harm"
"393291000006116"	1	"U2z3"	"U2z3.00"	"[x]intentional self harm by unspecified means, occurrence at sports and athletics area"	418420002	2576648017	NA	32	1	"self harm"
"393301000006115"	2	"U2z5"	"U2z5.00"	"[x]intentional self harm by unspecified means, occurrence at trade and service area"	418420002	2576648017	NA	32	1	"self harm"
"393311000006117"	10	"U2094"	"U209400"	"[x]intentional self poisoning by and exposure to alcohol, occurrence on street and highway"	67426006	112060019	NA	32	1	"self harm"
"393321000006113"	2	"U2095"	"U209500"	"[x]intentional self poisoning by and exposure to alcohol, occurrence at trade and service area"	67426006	112060019	NA	32	1	"self harm"
"393331000006111"	1	"U2014"	"U201400"	"[x]intentional self poisoning by and exposure to antiepileptics, occurrence on street and highway"	42377002	70704011	NA	32	1	"self harm"
"393341000006118"	1	"U2015"	"U201500"	"[x]intentional self poisoning by and exposure to antiepileptics, occurrence at trade and service area"	42377002	70704011	NA	32	1	"self harm"
"393351000006116"	1	"U2034"	"U203400"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence on street and highway"	4836003	9064013	NA	32	1	"self harm"
"393361000006119"	1	"U2035"	"U203500"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence at trade and service area"	4836003	9064013	NA	32	1	"self harm"
"393371000006114"	1	"U2064"	"U206400"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence on street and highway"	85975005	142539012	NA	32	1	"self harm"
"393381000006112"	1	"U2065"	"U206500"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence at trade and service area"	85975005	142539012	NA	32	1	"self harm"
"393391000006110"	3	"U2054"	"U205400"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence on street and highway"	446661000000108	1006981000000110	NA	32	1	"self harm"
"393401000006112"	1	"U2055"	"U205500"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence at trade and service area"	393011000000105	1008921000000110	NA	32	1	"self harm"
"393411000006110"	5	"U2012"	"U201200"	"[x]intentional self poisoning by and exposure to antiepileptics, occurrence at school, other institution and public administrative area"	42377002	70704011	NA	32	1	"self harm"
"393421000006119"	9	"U2004"	"U200400"	"[x]intentional self poisoning by and exposure to nonopioid analgesics, occurrence on street and highway"	385711000000109	1019441000000117	NA	32	1	"self harm"
"393431000006116"	3	"U2005"	"U200500"	"[x]intentional self poisoning by and exposure to nonopioid analgesics, occurrence at trade and service area"	473621000000105	1019451000000119	NA	32	1	"self harm"
"393441000006114"	20	"U20A0"	"U20A000"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at home"	241769004	361966013	NA	32	1	"self harm"
"393451000006111"	1	"U2074"	"U207400"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence on street and highway"	32835006	54799015	NA	32	1	"self harm"
"393461000006113"	1	"U2075"	"U207500"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence at trade and service area"	32835006	54799015	NA	32	1	"self harm"
"393471000006118"	3	"U2084"	"U208400"	"[x]intent self pois oth/unsp drug/medic in street/highway"	271982007	407014015	NA	32	1	"self harm"
"393481000006115"	1	"U2085"	"U208500"	"[x]intent self pois oth/unsp drug/medic trade/service area"	271982007	407014015	NA	32	1	"self harm"
"393491000006117"	3	"U20B4"	"U20B400"	"[x]intent self pois other gas/vapour in street/highway"	271982007	407014015	NA	32	1	"self harm"
"393501000006113"	1	"U20B5"	"U20B500"	"[x]intent self pois other gas/vapour trade/service area"	271982007	407014015	NA	32	1	"self harm"
"393511000006111"	1	"U20C4"	"U20C400"	"[x]intentional self poisoning by and exposure to pesticides, occurrence on street and highway"	457141000000100	1031381000000114	NA	32	1	"self harm"
"393521000006115"	1	"U20C5"	"U20C500"	"[x]intentional self poisoning by and exposure to pesticides, occurrence at trade and service area"	457161000000104	1014571000000111	NA	32	1	"self harm"
"393531000006117"	3	"U2044"	"U204400"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence on street and highway"	61438005	102073010	NA	32	1	"self harm"
"393541000006110"	2	"U2045"	"U204500"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence at trade and service area"	61438005	102073010	NA	32	1	"self harm"
"393551000006112"	3	"U2024"	"U202400"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence on street and highway"	85337000	141456016	NA	32	1	"self harm"
"393561000006114"	4	"U2025"	"U202500"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence at trade and service area"	85337000	141456016	NA	32	1	"self harm"
"393571000006119"	2	"U20y4"	"U20y400"	"[x]intent self pois unspecif chemical in street/highway"	271982007	407014015	NA	32	1	"self harm"
"393581000006116"	1	"U20y5"	"U20y500"	"[x]intent self pois unspecif chemical trade/service area"	271982007	407014015	NA	32	1	"self harm"
"393591000006118"	4	"U2091"	"U209100"	"[x]intentional self poisoning by and exposure to alcohol, occurrence in residential institution"	67426006	112060019	NA	32	1	"self harm"
"393601000006114"	200	"U209z"	"U209z00"	"[x]intentional self poisoning by and exposure to alcohol, occurrence at unspecified place"	67426006	112060019	NA	32	1	"self harm"
"393611000006112"	9	"U2011"	"U201100"	"[x]intentional self poisoning by and exposure to antiepileptics, occurrence in residential institution"	42377002	70704011	NA	32	1	"self harm"
"393621000006116"	3	"U201y"	"U201y00"	"[x]intentional self poisoning by and exposure to antiepileptics, occurrence at other specified place"	42377002	70704011	NA	32	1	"self harm"
"393631000006118"	4	"U201z"	"U201z00"	"[x]intentional self poisoning by and exposure to antiepileptics, occurrence at unspecified place"	42377002	70704011	NA	32	1	"self harm"
"393641000006111"	1	"U2031"	"U203100"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence in residential institution"	4836003	9064013	NA	32	1	"self harm"
"393651000006113"	3	"U203z"	"U203z00"	"[x]intentional self poisoning by and exposure to antiparkinson drugs, occurrence at unspecified place"	4836003	9064013	NA	32	1	"self harm"
"393661000006110"	1	"U2061"	"U206100"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence in residential institution"	85975005	142539012	NA	32	1	"self harm"
"393671000006115"	6	"U206z"	"U206z00"	"[x]intentional self poisoning by and exposure to hallucinogens, occurrence at unspecified place"	85975005	142539012	NA	32	1	"self harm"
"393681000006117"	2	"U2051"	"U205100"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence in residential institution"	385601000000100	1004891000000110	NA	32	1	"self harm"
"393691000006119"	30	"U205z"	"U205z00"	"[x]intentional self poisoning by and exposure to narcotic drugs, occurrence at unspecified place"	403681000000100	796551000000112	NA	32	1	"self harm"
"393701000006119"	30	"U2001"	"U200100"	"[x]intentional self poisoning by and exposure to nonopioid analgesics, occurrence in residential institution"	474461000000102	1001081000000116	NA	32	1	"self harm"
"393711000006116"	500	"U200z"	"U200z00"	"[x]intentional self poisoning by and exposure to nonopioid analgesics, occurrence at unspecified place"	459421000000108	1012871000000118	NA	32	1	"self harm"
"393721000006112"	1	"U2071"	"U207100"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence in residential institution"	32835006	54799015	NA	32	1	"self harm"
"393731000006110"	2	"U207z"	"U207z00"	"[x]intentional self poisoning by and exposure to other autonomic drugs, occurrence at unspecified place"	32835006	54799015	NA	32	1	"self harm"
"393741000006117"	1000	"U208z"	"U208z00"	"[x]intent self poison oth/unsp drug/medic unspecif place"	271982007	407014015	NA	32	1	"self harm"
"393751000006115"	3	"U2081"	"U208100"	"[x]intent self poison oth/unsp drug/medicam res institut"	271982007	407014015	NA	32	1	"self harm"
"393761000006118"	1	"U20B1"	"U20B100"	"[x]intent self poison other gas/vapour at res institut"	271982007	407014015	NA	32	1	"self harm"
"393771000006113"	10	"U20Bz"	"U20Bz00"	"[x]intent self poison other gas/vapour unspecif place"	271982007	407014015	NA	32	1	"self harm"
"393781000006111"	2	"U20C1"	"U20C100"	"[x]intentional self poisoning by and exposure to pesticides, occurrence in residential institution"	420741000000104	1032101000000114	NA	32	1	"self harm"
"393791000006114"	1	"U20Cz"	"U20Cz00"	"[x]intentional self poisoning by and exposure to pesticides, occurrence at unspecified place"	403581000000101	1031741000000119	NA	32	1	"self harm"
"393801000006110"	5	"U2041"	"U204100"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence in residential institution"	61438005	102073010	NA	32	1	"self harm"
"393811000006113"	50	"U204z"	"U204z00"	"[x]intentional self poisoning by and exposure to psychotropic drugs, occurrence at unspecified place"	61438005	102073010	NA	32	1	"self harm"
"393821000006117"	2	"U2021"	"U202100"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence in residential institution"	85337000	141456016	NA	32	1	"self harm"
"393831000006119"	80	"U202z"	"U202z00"	"[x]intentional self poisoning by and exposure to sedative hypnotics, occurrence at unspecified place"	85337000	141456016	NA	32	1	"self harm"
"393841000006112"	4	"U20y1"	"U20y100"	"[x]intent self poison unspecif chemical at res institut"	271982007	407014015	NA	32	1	"self harm"
"393851000006114"	60	"U20yz"	"U20yz00"	"[x]intent self poison unspecif chemical unspecif place"	271982007	407014015	NA	32	1	"self harm"
"393861000006111"	1000	"U209"	"U209.00"	"[x]intentional self poisoning by and exposure to alcohol"	271982007	407014015	NA	32	1	"self harm"
"393871000006116"	200	"U201"	"U201.00"	"[x]intentional self poisoning by and exposure to antiepileptics"	271982007	407014015	NA	32	1	"self harm"
"393881000006118"	8	"U203"	"U203.00"	"[x]intentional self poisoning by and exposure to antiparkinson drugs"	271982007	407014015	NA	32	1	"self harm"
"393891000006115"	30	"U206"	"U206.00"	"[x]intentional self poisoning by and exposure to hallucinogens"	271982007	407014015	NA	32	1	"self harm"
"393901000006116"	800	"U205"	"U205.00"	"intentional narcotic poisoning"	290221007	430218010	NA	32	1	"self harm"
"393911000006118"	10000	"U200"	"U200.00"	"[x]intentional self poisoning by and exposure to nonopioid analgesics"	446901000000100	1021721000000111	NA	32	1	"self harm"
"393921000006114"	30	"U207"	"U207.00"	"[x]intentional self poisoning by and exposure to other autonomic drugs"	271982007	407014015	NA	32	1	"self harm"
"393931000006112"	200	"U20B"	"U20B.00"	"[x]intent self poison/exposure to other gas/vapour"	271982007	407014015	NA	32	1	"self harm"
"393951000006117"	1000	"U204"	"U204.00"	"[x]intentional self poisoning by and exposure to psychotropic drugs"	271982007	407014015	NA	32	1	"self harm"
"393961000006115"	2000	"U202"	"U202.00"	"[x]intentional self poisoning by and exposure to sedative hypnotics"	271982007	407014015	NA	32	1	"self harm"
"393971000006110"	400	"U20y"	"U20y.00"	"[x]intent self poison/exposure to unspecif chemical"	271982007	407014015	NA	32	1	"self harm"
"393981000006113"	8	"U2Ay"	"U2Ay.00"	"[x]intentional self harm by blunt object, occurrence at other specified place"	284756003	423529018	NA	32	1	"self harm"
"393991000006111"	1	"U2A4"	"U2A4.00"	"[x]intentional self harm by blunt object, occurrence on street and highway"	284756003	423529018	NA	32	1	"self harm"
"394001000006119"	1	"U261"	"U261.00"	"[x]intentional self harm by explosive material, occurrence in residential institution"	219340003	331767019	NA	32	1	"self harm"
"394011000006116"	1	"U264"	"U264.00"	"[x]intentional self harm by explosive material, occurrence on street and highway"	219340003	331767019	NA	32	1	"self harm"
"394021000006112"	1	"U267"	"U267.00"	"[x]intentional self harm by explosive material, occurrence on farm"	219340003	331767019	NA	32	1	"self harm"
"394031000006110"	3	"U260"	"U260.00"	"[x]intentional self harm by explosive material, occurrence at home"	219340003	331767019	NA	32	1	"self harm"
"394041000006117"	3	"U230"	"U230.00"	"[x]intentional self harm by handgun discharge, occurrence at home"	420511000000107	962191000000118	NA	32	1	"self harm"
"394051000006115"	1	"U237"	"U237.00"	"[x]intentional self harm by handgun discharge, occurrence on farm"	434261000000104	1025591000000118	NA	32	1	"self harm"
"394061000006118"	300	"U29y"	"U29y.00"	"[x]intentional self harm by sharp object, occurrence at other specified place"	433701000000106	1024011000000116	NA	32	1	"self harm"
"394071000006113"	10	"U294"	"U294.00"	"[x]intentional self harm by sharp object, occurrence on street and highway"	385451000000102	1000111000000116	NA	32	1	"self harm"
"394081000006111"	90	"U270"	"U270.00"	"[x]intentional self harm by smoke, fire and flames, occurrence at home"	418420002	2576648017	NA	32	1	"self harm"
"394091000006114"	4	"U277"	"U277.00"	"[x]intentional self harm by smoke, fire and flames, occurrence on farm"	284744004	423516018	NA	32	1	"self harm"
"394111000006117"	5	"U2Az"	"U2Az.00"	"[x]intentional self harm by blunt object, occurrence at unspecified place"	284756003	423529018	NA	32	1	"self harm"
"394121000006113"	50	"U2A0"	"U2A0.00"	"[x]intentional self harm by blunt object, occurrence at home"	284756003	423529018	NA	32	1	"self harm"
"394131000006111"	3	"U2A7"	"U2A7.00"	"[x]intentional self harm by blunt object, occurrence on farm"	284756003	423529018	NA	32	1	"self harm"
"394211000006111"	1000	"U29z"	"U29z.00"	"[x]intentional self harm by sharp object, occurrence at unspecified place"	445911000000107	1024021000000110	NA	32	1	"self harm"
"394221000006115"	6000	"U290"	"U290.00"	"[x]intentional self harm by sharp object, occurrence at home"	446551000000106	1005481000000114	NA	32	1	"self harm"
"394231000006117"	4	"U297"	"U297.00"	"[x]intentional self harm by sharp object, occurrence on farm"	385501000000104	1000141000000115	NA	32	1	"self harm"
"394251000006112"	200	"U28"	"U28..00"	"[x]intentional self harm by steam, hot vapours and hot objects"	418420002	2576648017	NA	32	1	"self harm"
"394261000006114"	600	"U2z0"	"U2z0.00"	"[x]intentional self harm by unspecified means, occurrence at home"	418420002	2576648017	NA	32	1	"self harm"
"394271000006119"	2	"U2z7"	"U2z7.00"	"[x]intentional self harm by unspecified means, occurrence on farm"	418420002	2576648017	NA	32	1	"self harm"
"394291000006118"	100	"U20A"	"U20A.00"	"[x]intentional self poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	271982007	407014015	NA	32	1	"self harm"
"394301000006117"	60000	"U20"	"U20..00"	"[x]intentional self poisoning by and exposure to noxious substances"	461371000000105	849391000000112	NA	32	1	"self harm"
"394341000006115"	1000	"U2y0"	"U2y0.00"	"[x]intentional self harm by other specified means, occurrence at home"	418420002	2576648017	NA	32	1	"self harm"
"394351000006118"	2	"U2y7"	"U2y7.00"	"[x]intentional self harm by other specified means, occurrence on farm"	418420002	2576648017	NA	32	1	"self harm"
"405201000006116"	2	"U4y2"	"U4y2.00"	"[x]other specified events, undetermined intent, occurrence at school, other institution and public administrative area"	419048002	2576906010	NA	32	1	"unknown intent"
"405211000006118"	2	"U4yz"	"U4yz.00"	"[x]other specified events, undetermined intent, occurrence at unspecified place"	419048002	2576906010	NA	32	1	"unknown intent"
"405221000006114"	1	"U4y6"	"U4y6.00"	"[x]other specified events, undetermined intent, occurrence at industrial and construction area"	419048002	2576906010	NA	32	1	"unknown intent"
"405231000006112"	1	"U4y4"	"U4y4.00"	"[x]other specified events, undetermined intent, occurrence on street and highway"	419048002	2576906010	NA	32	1	"unknown intent"
"405241000006119"	1	"U4yy"	"U4yy.00"	"[x]other specified events, undetermined intent, occurrence at other specified place"	419048002	2576906010	NA	32	1	"unknown intent"
"405251000006117"	1	"U4y1"	"U4y1.00"	"[x]other specified events, undetermined intent, occurrence in residential institution"	419048002	2576906010	NA	32	1	"unknown intent"
"405261000006115"	3	"U4y3"	"U4y3.00"	"[x]other specified events, undetermined intent, occurrence at sports and athletics area"	419048002	2576906010	NA	32	1	"unknown intent"
"405271000006110"	1	"U4y5"	"U4y5.00"	"[x]other specified events, undetermined intent, occurrence at trade and service area"	419048002	2576906010	NA	32	1	"unknown intent"
"405621000006111"	2	"U455"	"U455.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence at trade and service area"	219334005	331761018	NA	32	1	"unknown intent"
"405631000006114"	3	"U452"	"U452.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence at school, other institution and public administrative area"	219334005	331761018	NA	32	1	"unknown intent"
