"ProdCodeId"	"dmdid"	"Term.from.EMIS"	"ProductName"	"Formulation"	"RouteOfAdministration"	"DrugSubstanceName"	"SubstanceStrength"	"BNFChapter"	"DrugIssues"	"Gen"	"AP"
"1433641000033111"	321530002	"Thioridazine 10mg tablets"	"Thioridazine 10mg tablets"	"Tablet"	"Oral"	"Thioridazine hydrochloride"	"10.000mg"	""	700000	1	"Thioridazine"
"1433741000033119"	321533000	"Thioridazine 100mg tablets"	"Thioridazine 100mg tablets"	"Tablet"	"Oral"	"Thioridazine hydrochloride"	"100.000mg"	""	80000	1	"Thioridazine"
"1433841000033112"	321531003	"Thioridazine 25mg tablets"	"Thioridazine 25mg tablets"	"Tablet"	"Oral"	"Thioridazine hydrochloride"	"25.000mg"	""	700000	1	"Thioridazine"
"1433941000033116"	321532005	"Thioridazine 50mg tablets"	"Thioridazine 50mg tablets"	"Tablet"	"Oral"	"Thioridazine hydrochloride"	"50.000mg"	""	300000	1	"Thioridazine"
"1459841000033114"	NA	"Trifluoperazine Injection 1 mg/ml"	""	""	""	""	""	""	100	1	"Trifluoperazine"
"1462041000033119"	NA	"Trifluoperazine Liquid 10mg/ml"	""	""	""	""	""	""	600	1	"Trifluoperazine"
"1464141000033113"	38750711000001104	"Trifluoperazine 5mg/5ml oral solution sugar free"	"Trifluoperazine 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Trifluoperazine hydrochloride"	"1.000mg/1.000ml"	"4060000"	100000	1	"Trifluoperazine"
"1466941000033117"	36143111000001104	"Trifluoperazine 10mg modified-release capsules"	"Trifluoperazine 10mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Trifluoperazine hydrochloride"	"10.000mg"	""	80000	1	"Trifluoperazine"
"1467041000033116"	36143211000001104	"Trifluoperazine 15mg modified-release capsules"	"Trifluoperazine 15mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Trifluoperazine hydrochloride"	"15.000mg"	""	50000	1	"Trifluoperazine"
"1467141000033117"	36143511000001104	"Trifluoperazine 2mg modified-release capsules"	"Trifluoperazine 2mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Trifluoperazine hydrochloride"	"2.000mg"	""	200000	1	"Trifluoperazine"
"1467641000033110"	36143311000001104	"Trifluoperazine 1mg/5ml oral solution sugar free"	"Trifluoperazine 1mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Trifluoperazine hydrochloride"	"200.000microgram/1.000ml"	"4060000"	50000	1	"Trifluoperazine"
"1470641000033116"	39706011000001104	"Trifluoperazine 1mg tablets"	"Trifluoperazine 1mg tablets"	"Tablet"	"Oral"	"Trifluoperazine hydrochloride"	"1.000mg"	"4060000"	600000	1	"Trifluoperazine"
"1470741000033113"	39706211000001104	"Trifluoperazine 5mg tablets"	"Trifluoperazine 5mg tablets"	"Tablet"	"Oral"	"Trifluoperazine hydrochloride"	"5.000mg"	"4020100"	400000	1	"Trifluoperazine"
"1473741000033116"	NA	"Trifluperidol Tablets 1 mg"	""	""	""	""	""	""	40	1	"Trifluperidol"
"1474541000033114"	NA	"Trifluperidol Tablets 500 mcg"	""	""	""	""	""	""	20	1	"Trifluperidol"
"1512741000033113"	701911000001108	"Nozinan 25mg tablets (Sanofi)"	"Nozinan 25mg tablets"	"Tablet"	"Oral"	"Levomepromazine maleate"	"25.000mg"	"4020100"	20000	1	"Levomepromazine"
"1563441000033114"	36151811000001104	"Zuclopenthixol acetate 100mg/2ml solution for injection ampoules"	"Zuclopenthixol acetate 100mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol acetate"	"50.000mg/1.000ml"	"4020100"	2000	1	"Zuclopenthixol"
"1563541000033110"	36152011000001104	"Zuclopenthixol acetate 50mg/1ml solution for injection ampoules"	"Zuclopenthixol acetate 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol acetate"	"50.000mg/1.000ml"	"4020100"	1000	1	"Zuclopenthixol"
"1563641000033111"	36152111000001104	"Zuclopenthixol decanoate 200mg/1ml solution for injection ampoules"	"Zuclopenthixol decanoate 200mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol decanoate"	"200.000mg/1.000ml"	"4020200"	80000	1	"Zuclopenthixol"
"1563741000033119"	36152211000001104	"Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules"	"Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol decanoate"	"500.000mg/1.000ml"	"4020200"	60000	1	"Zuclopenthixol"
"1564041000033119"	39707711000001104	"Zuclopenthixol 10mg tablets"	"Zuclopenthixol 10mg tablets"	"Tablet"	"Oral"	"Zuclopenthixol dihydrochloride"	"10.000mg"	"4020100"	200000	1	"Zuclopenthixol"
"1564141000033115"	39707911000001104	"Zuclopenthixol 2mg tablets"	"Zuclopenthixol 2mg tablets"	"Tablet"	"Oral"	"Zuclopenthixol dihydrochloride"	"2.000mg"	"4020100"	100000	1	"Zuclopenthixol"
"1564241000033110"	39708111000001104	"Zuclopenthixol 25mg tablets"	"Zuclopenthixol 25mg tablets"	"Tablet"	"Oral"	"Zuclopenthixol dihydrochloride"	"25.000mg"	"4020100"	40000	1	"Zuclopenthixol"
"1565141000033119"	486611000001101	"Zyprexa 10mg tablets (Eli Lilly and Company Ltd)"	"Zyprexa 10mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"10.000mg"	"4020100"	10000	2	"Olanzapine"
"1565241000033114"	467011000001109	"Zyprexa 5mg tablets (Eli Lilly and Company Ltd)"	"Zyprexa 5mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"5.000mg"	"4020100"	9000	2	"Olanzapine"
"1565341000033116"	776911000001109	"Zyprexa 7.5mg tablets (Eli Lilly and Company Ltd)"	"Zyprexa 7.5mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"7.500mg"	"4020100"	2000	2	"Olanzapine"
"1661141000033114"	321618003	"Olanzapine 2.5mg tablets"	"Olanzapine 2.5mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"2.500mg"	"4020100"	2000000	2	"Olanzapine"
"1698441000033110"	35931111000001108	"Sulpiride 200mg/5ml oral solution sugar free"	"Sulpiride 200mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Sulpiride"	"40.000mg/1.000ml"	"4020100"	30000	1	"Sulpiride"
"1713941000033118"	337311000001109	"Zyprexa 2.5mg tablets (Eli Lilly and Company Ltd)"	"Zyprexa 2.5mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"2.500mg"	"4020100"	7000	2	"Olanzapine"
"1719341000033115"	8359411000001103	"Chlorpromazine 100mg/5ml oral solution"	"Chlorpromazine 100mg/5ml oral solution"	"Oral solution"	"Oral"	"Chlorpromazine hydrochloride"	"20.000mg/1.000ml"	""	20000	1	"Chlorpromazine"
"1747541000033114"	872211000001104	"Orlept SF 200mg/5ml liquid (Wockhardt UK Ltd)"	"Orlept SF 200mg/5ml liquid"	"Oral solution"	"Oral"	"Sodium valproate"	"40.000mg/1.000ml"	"4080100"	6000	3	"Valproate"
"1747641000033110"	504711000001108	"Orlept 200mg gastro-resistant tablets (Wockhardt UK Ltd)"	"Orlept 200mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Sodium valproate"	"200.000mg"	"4080100"	3000	3	"Valproate"
"1747741000033118"	220011000001104	"Orlept 500mg gastro-resistant tablets (Wockhardt UK Ltd)"	"Orlept 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Sodium valproate"	"500.000mg"	"4080100"	3000	3	"Valproate"
"1765741000033116"	4124511000001108	"Zoleptil 100 tablets (Movianto UK Ltd)"	"Zoleptil 100 tablets"	"Tablet"	"Oral"	"Zotepine"	"100.000mg"	""	20	2	"Zotepine"
"1765841000033114"	3904811000001101	"Zoleptil 25 tablets (Movianto UK Ltd)"	"Zoleptil 25 tablets"	"Tablet"	"Oral"	"Zotepine"	"25.000mg"	""	30	2	"Zotepine"
"1765941000033118"	3905611000001104	"Zoleptil 50 tablets (Movianto UK Ltd)"	"Zoleptil 50 tablets"	"Tablet"	"Oral"	"Zotepine"	"50.000mg"	""	30	2	"Zotepine"
"1766041000033111"	321644003	"Zotepine 100mg tablets"	"Zotepine 100mg tablets"	"Tablet"	"Oral"	"Zotepine"	"100.000mg"	""	1000	2	"Zotepine"
"1766141000033110"	321642004	"Zotepine 25mg tablets"	"Zotepine 25mg tablets"	"Tablet"	"Oral"	"Zotepine"	"25.000mg"	""	2000	2	"Zotepine"
"1766241000033115"	321643009	"Zotepine 50mg tablets"	"Zotepine 50mg tablets"	"Tablet"	"Oral"	"Zotepine"	"50.000mg"	""	2000	2	"Zotepine"
"1832841000033113"	NA	"Quetiapine Fumarate Tablets (starter pack) 6x25 mg, 2x100 mg, 2x150 mg"	""	""	""	""	""	""	1000	2	"Quetiapine"
"1844641000033118"	39703111000001104	"Quetiapine 150mg tablets"	"Quetiapine 150mg tablets"	"Tablet"	"Oral"	"Quetiapine fumarate"	"150.000mg"	"4020100"	800000	2	"Quetiapine"
"1844741000033110"	4111000001106	"Seroquel 150mg tablets (AstraZeneca UK Ltd)"	"Seroquel 150mg tablets"	"Tablet"	"Oral"	"Quetiapine fumarate"	"150.000mg"	"4020100"	5000	2	"Quetiapine"
"2077741000033115"	321622008	"Olanzapine 5mg oral lyophilisates sugar free"	"Olanzapine 5mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"5.000mg"	"4020100"	100000	2	"Olanzapine"
"2077841000033113"	321623003	"Olanzapine 10mg oral lyophilisates sugar free"	"Olanzapine 10mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"10.000mg"	"4020100"	200000	2	"Olanzapine"
"2077941000033117"	91711000001108	"Zyprexa 5mg Velotabs (Eli Lilly and Company Ltd)"	"Zyprexa 5mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"5.000mg"	"4020100"	7000	2	"Olanzapine"
"2078041000033119"	897111000001104	"Zyprexa 10mg Velotabs (Eli Lilly and Company Ltd)"	"Zyprexa 10mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"10.000mg"	"4020100"	9000	2	"Olanzapine"
"2188141000033115"	526611000001101	"Risperdal 500microgram tablets (Janssen-Cilag Ltd)"	"Risperdal 500microgram tablets"	"Tablet"	"Oral"	"Risperidone"	"500.000microgram"	"4020100"	60000	2	"Risperidone"
"2188241000033110"	321602009	"Risperidone 500microgram tablets"	"Risperidone 500microgram tablets"	"Tablet"	"Oral"	"Risperidone"	"500.000microgram"	"4020100"	2000000	2	"Risperidone"
"2216641000033113"	134517009	"Amisulpride 400mg tablets"	"Amisulpride 400mg tablets"	"Tablet"	"Oral"	"Amisulpride"	"400.000mg"	"4020100"	200000	2	"Amisulpride"
"2216741000033116"	254011000001107	"Solian 400 tablets (Sanofi)"	"Solian 400 tablets"	"Tablet"	"Oral"	"Amisulpride"	"400.000mg"	"4020100"	500	2	"Amisulpride"
"2271441000033112"	3846411000001106	"Depakote 250mg gastro-resistant tablets (Sanofi)"	"Depakote 250mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate semisodium"	"250.000mg"	"4020300"	500000	3	"Valproate"
"2271541000033113"	3847111000001103	"Depakote 500mg gastro-resistant tablets (Sanofi)"	"Depakote 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate semisodium"	"500.000mg"	"4020300"	700000	3	"Valproate"
"2446641000033118"	NA	"*Lithium Carbonicum Tablets"	""	""	""	""	""	""	7	3	"Lithium"
"2584441000033110"	36037711000001104	"Lamotrigine 2mg dispersible tablets sugar free"	"Lamotrigine 2mg dispersible tablets sugar free"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"2.000mg"	"4080100"	4000	3	"Lamotrigine"
"2584541000033111"	4021611000001103	"Lamictal 2mg dispersible tablets (GlaxoSmithKline UK Ltd)"	"Lamictal 2mg dispersible tablets"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"2.000mg"	"4080100"	600	3	"Lamotrigine"
"2640141000033112"	38753511000001104	"Promazine 50mg/5ml oral solution"	"Promazine 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Promazine hydrochloride"	"10.000mg/1.000ml"	"4020100"	100000	1	"Promazine"
"2644841000033114"	35901111000001104	"Amisulpride 100mg/ml oral solution sugar free"	"Amisulpride 100mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Amisulpride"	"100.000mg/1.000ml"	"4020100"	30000	2	"Amisulpride"
"2644941000033118"	3933811000001105	"Solian 100mg/ml oral solution (Sanofi)"	"Solian 100mg/ml oral solution"	"Oral solution"	"Oral"	"Amisulpride"	"100.000mg/1.000ml"	"4020100"	600	2	"Amisulpride"
"2653841000033110"	19809011000001100	"Levinan 6mg tablets (Kyowa Kirin Ltd)"	"Levinan 6mg tablets"	"Tablet"	"Oral"	"Levomepromazine maleate"	"6.000mg"	""	500	1	"Levomepromazine"
"2658941000033110"	145511000001103	"Sulpor 200mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Sulpor 200mg/5ml oral solution"	"Oral solution"	"Oral"	"Sulpiride"	"40.000mg/1.000ml"	"4020100"	300	1	"Sulpiride"
"2711241000033110"	134538003	"Valproic acid 250mg gastro-resistant tablets"	"Valproic acid 250mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate semisodium"	"250.000mg"	"4020300"	400000	3	"Valproate"
"2711341000033117"	134537008	"Valproic acid 500mg gastro-resistant tablets"	"Valproic acid 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate semisodium"	"500.000mg"	"4020300"	500000	3	"Valproate"
"2730641000033111"	NA	"Promazine Hydrochloride Syrup 50 mg/5 ml"	""	""	""	""	""	""	10	1	"Promazine"
"2758141000033116"	30799611000001104	"Haloperidol 200micrograms/ml oral solution sugar free"	"Haloperidol 200micrograms/ml oral solution sugar free"	"Oral solution"	"Oral"	"Haloperidol"	"200.000microgram/1.000ml"	""	10000	1	"Haloperidol"
"2759641000033117"	376807001	"Olanzapine 15mg tablets"	"Olanzapine 15mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"15.000mg"	"4020100"	600000	2	"Olanzapine"
"2759741000033114"	3434911000001100	"Olanzapine 15mg oral lyophilisates sugar free"	"Olanzapine 15mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"15.000mg"	"4020100"	40000	2	"Olanzapine"
"2759841000033116"	511111000001106	"Zyprexa 15mg tablets (Eli Lilly and Company Ltd)"	"Zyprexa 15mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"15.000mg"	"4020100"	2000	2	"Olanzapine"
"2759941000033112"	437611000001106	"Zyprexa 15mg Velotabs (Eli Lilly and Company Ltd)"	"Zyprexa 15mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"15.000mg"	"4020100"	2000	2	"Olanzapine"
"2760941000033111"	321741003	"Lithium citrate 509mg/5ml oral solution"	"Lithium citrate 509mg/5ml oral solution"	"Oral solution"	"Oral"	"Lithium citrate"	"101.800mg/1.000ml"	"4020300"	5000	3	"Lithium"
"2761041000033118"	321742005	"Lithium citrate 1.018g/5ml oral solution"	"Lithium citrate 1.018g/5ml oral solution"	"Oral solution"	"Oral"	"Lithium citrate"	"203.600mg/1.000ml"	"4020300"	1000	3	"Lithium"
"2761141000033119"	8788711000001105	"Li-Liquid 509mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Li-Liquid 509mg/5ml oral solution"	"Oral solution"	"Oral"	"Lithium citrate"	"101.800mg/1.000ml"	"4020300"	4000	3	"Lithium"
"2761241000033114"	4888611000001102	"Li-Liquid 1.018g/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Li-Liquid 1.018g/5ml oral solution"	"Oral solution"	"Oral"	"Lithium citrate"	"203.600mg/1.000ml"	"4020300"	1000	3	"Lithium"
"2779841000033118"	4520711000001102	"Risperdal Consta 25mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd)"	"Risperdal Consta 25mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Risperidone"	"25.000mg"	"4020200"	20000	2	"Risperidone"
"2779941000033114"	4166711000001102	"Risperdal Consta 37.5mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd)"	"Risperdal Consta 37.5mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Risperidone"	"37.500mg"	"4020200"	20000	2	"Risperidone"
"2780041000033113"	4167011000001101	"Risperdal Consta 50mg powder and solvent for suspension for injection vials (Janssen-Cilag Ltd)"	"Risperdal Consta 50mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Risperidone"	"50.000mg"	"4020200"	20000	2	"Risperidone"
"2780141000033112"	4559111000001109	"Risperidone 25mg powder and solvent for suspension for injection vials"	"Risperidone 25mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Risperidone"	"25.000mg"	"4020200"	10000	2	"Risperidone"
"2780241000033117"	4176911000001105	"Risperidone 37.5mg powder and solvent for suspension for injection vials"	"Risperidone 37.5mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Risperidone"	"37.500mg"	"4020200"	10000	2	"Risperidone"
"2780341000033110"	4177011000001109	"Risperidone 50mg powder and solvent for suspension for injection vials"	"Risperidone 50mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Risperidone"	"50.000mg"	"4020200"	20000	2	"Risperidone"
"2799141000033115"	4766111000001107	"Epival CR 500mg tablets (Healthcare Pharma Ltd)"	"Epival CR 500mg tablets"	"Modified-release tablet"	"Oral"	"Sodium valproate"	"500.000mg"	""	1000	3	"Valproate"
"2799241000033110"	4765911000001103	"Epival CR 300mg tablets (Healthcare Pharma Ltd)"	"Epival CR 300mg tablets"	"Modified-release tablet"	"Oral"	"Sodium valproate"	"300.000mg"	""	900	3	"Valproate"
"2835141000033114"	400645002	"Amisulpride 100mg tablets"	"Amisulpride 100mg tablets"	"Tablet"	"Oral"	"Amisulpride"	"100.000mg"	"4020100"	400000	2	"Amisulpride"
"2835241000033119"	2841911000001104	"Solian 100 tablets (Sanofi)"	"Solian 100 tablets"	"Tablet"	"Oral"	"Amisulpride"	"100.000mg"	"4020100"	700	2	"Amisulpride"
"2868841000033116"	4054011000001109	"Risperidone 1mg orodispersible tablets sugar free"	"Risperidone 1mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"1.000mg"	"4020100"	40000	2	"Risperidone"
"2868941000033112"	4054111000001105	"Risperidone 2mg orodispersible tablets sugar free"	"Risperidone 2mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"2.000mg"	"4020100"	40000	2	"Risperidone"
"2869041000033115"	4039211000001101	"Risperdal Quicklet 1mg orodispersible tablets (Janssen-Cilag Ltd)"	"Risperdal Quicklet 1mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"1.000mg"	"4020100"	6000	2	"Risperidone"
"2869141000033116"	4039711000001108	"Risperdal Quicklet 2mg orodispersible tablets (Janssen-Cilag Ltd)"	"Risperdal Quicklet 2mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"2.000mg"	"4020100"	9000	2	"Risperidone"
"2929741000033118"	36053511000001112	"Haloperidol 5mg/1ml solution for injection ampoules"	"Haloperidol 5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular/ Intravenous"	"Haloperidol"	"5.000mg/1.000ml"	"4020100"	100000	1	"Haloperidol"
"2929841000033111"	3246911000001106	"Haldol 5mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)"	"Haldol 5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Haloperidol"	"5.000mg/1.000ml"	""	400	1	"Haloperidol"
"2944041000033118"	766011000001103	"Stemetil 12.5mg/1ml solution for injection ampoules (Sanofi)"	"Stemetil 12.5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Prochlorperazine mesilate"	"12.500mg/1.000ml"	"4060000"	30000	1	"Prochlorperazine"
"2955541000033113"	322411000001102	"Terrazine 1mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Terrazine 1mg tablets"	"Tablet"	"Oral"	"Trifluoperazine hydrochloride"	"1.000mg"	""	1	1	"Trifluoperazine"
"2969141000033110"	196011000001108	"Buccastem M 3mg tablets (Alliance Pharmaceuticals Ltd)"	"Buccastem M 3mg tablets"	"Buccal tablet"	"Buccal"	"Prochlorperazine maleate"	"3.000mg"	"4060000"	50000	1	"Prochlorperazine"
"2975841000033113"	429830008	"Quetiapine 300mg tablets"	"Quetiapine 300mg tablets"	"Tablet"	"Oral"	"Quetiapine fumarate"	"300.000mg"	"4020100"	1000000	2	"Quetiapine"
"2975941000033117"	4989111000001106	"Seroquel 300mg tablets (Luye Pharma Ltd)"	"Seroquel 300mg tablets"	"Tablet"	"Oral"	"Quetiapine fumarate"	"300.000mg"	"4020100"	7000	2	"Quetiapine"
"3030841000033118"	5818311000001104	"Olanzapine 10mg powder for solution for injection vials"	"Olanzapine 10mg powder for solution for injection vials"	"Powder for solution for injection"	"Intramuscular"	"Olanzapine"	"10.000mg"	"4020100"	50	2	"Olanzapine"
"3063441000033119"	38895311000001104	"Levomepromazine 25mg/1ml solution for injection ampoules"	"Levomepromazine 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intramuscular/ Intravenous"	"Levomepromazine hydrochloride"	"25.000mg/1.000ml"	"4020100"	200000	1	"Levomepromazine"
"3063541000033118"	321461008	"Levomepromazine 25mg tablets"	"Levomepromazine 25mg tablets"	"Tablet"	"Oral"	"Levomepromazine maleate"	"25.000mg"	"4020100"	100000	1	"Levomepromazine"
"3063641000033117"	9536311000001104	"Levomepromazine 6mg tablets"	"Levomepromazine 6mg tablets"	"Tablet"	"Oral"	"Levomepromazine maleate"	"6.000mg"	""	20000	1	"Levomepromazine"
"3090541000033111"	36058011000001104	"Flupentixol 50mg/0.5ml solution for injection ampoules"	"Flupentixol 50mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol decanoate"	"100.000mg/1.000ml"	"4020200"	10000	1	"Flupentixol"
"3090641000033112"	36068611000001104	"Flupentixol 100mg/1ml solution for injection ampoules"	"Flupentixol 100mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol decanoate"	"100.000mg/1.000ml"	"4020200"	70000	1	"Flupentixol"
"3090741000033115"	36068711000001104	"Flupentixol 200mg/1ml solution for injection ampoules"	"Flupentixol 200mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol decanoate"	"200.000mg/1.000ml"	"4020200"	20000	1	"Flupentixol"
"3090841000033113"	36068811000001104	"Flupentixol 20mg/1ml solution for injection ampoules"	"Flupentixol 20mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol decanoate"	"20.000mg/1.000ml"	"4020200"	40000	1	"Flupentixol"
"3090941000033117"	36068911000001104	"Flupentixol 40mg/2ml solution for injection ampoules"	"Flupentixol 40mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol decanoate"	"20.000mg/1.000ml"	"4020200"	30000	1	"Flupentixol"
"3091041000033110"	39692311000001104	"Flupentixol 1mg tablets"	"Flupentixol 1mg tablets"	"Tablet"	"Oral"	"Flupentixol dihydrochloride"	"1.000mg"	"4030400"	400000	1	"Flupentixol"
"3091141000033114"	39692511000001104	"Flupentixol 500microgram tablets"	"Flupentixol 500microgram tablets"	"Tablet"	"Oral"	"Flupentixol dihydrochloride"	"500.000microgram"	"4030400"	500000	1	"Flupentixol"
"3091241000033119"	39692411000001104	"Flupentixol 3mg tablets"	"Flupentixol 3mg tablets"	"Tablet"	"Oral"	"Flupentixol dihydrochloride"	"3.000mg"	"4030400"	100000	1	"Flupentixol"
"3103841000033110"	36016711000001104	"Pipotiazine 100mg/2ml solution for injection ampoules"	"Pipotiazine 100mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Pipotiazine palmitate"	"50.000mg/1.000ml"	""	4000	1	"Pipotiazine"
"3104041000033117"	36016911000001100	"Pipotiazine 50mg/1ml solution for injection ampoules"	"Pipotiazine 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Pipotiazine palmitate"	"50.000mg/1.000ml"	""	10000	1	"Pipotiazine"
"3108841000033119"	322142000	"Prochlorperazine 5mg effervescent granules sachets sugar free"	"Prochlorperazine 5mg effervescent granules sachets sugar free"	"Effervescent granules"	"Oral"	"Prochlorperazine mesilate"	"5.000mg"	""	20000	1	"Prochlorperazine"
"3108941000033110"	36021511000001104	"Prochlorperazine 12.5mg/1ml solution for injection ampoules"	"Prochlorperazine 12.5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Prochlorperazine mesilate"	"12.500mg/1.000ml"	"4060000"	50000	1	"Prochlorperazine"
"3109141000033119"	36021611000001104	"Prochlorperazine 5mg/5ml oral solution"	"Prochlorperazine 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Prochlorperazine mesilate"	"1.000mg/1.000ml"	"4060000"	60000	1	"Prochlorperazine"
"3137541000033113"	406787003	"Aripiprazole 10mg tablets"	"Aripiprazole 10mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"10.000mg"	"4020100"	1000000	2	"Aripiprazole"
"3137641000033114"	406788008	"Aripiprazole 15mg tablets"	"Aripiprazole 15mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"15.000mg"	"4020100"	800000	2	"Aripiprazole"
"3137741000033117"	406790009	"Aripiprazole 30mg tablets"	"Aripiprazole 30mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"30.000mg"	"4020100"	200000	2	"Aripiprazole"
"3137841000033110"	7637111000001104	"Abilify 10mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Abilify 10mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"10.000mg"	"4020100"	8000	2	"Aripiprazole"
"3137941000033119"	7637411000001109	"Abilify 15mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Abilify 15mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"15.000mg"	"4020100"	5000	2	"Aripiprazole"
"3138041000033116"	7637811000001106	"Abilify 30mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Abilify 30mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"30.000mg"	"4020100"	1000	2	"Aripiprazole"
"3141141000033114"	7740511000001103	"Stelazine Forte 1mg/ml oral solution (Mercury Pharma Group Ltd)"	"Stelazine Forte 1mg/ml oral solution"	"Oral solution"	"Oral"	"Trifluoperazine hydrochloride"	"1.000mg/1.000ml"	""	70	1	"Trifluoperazine"
"3152941000033118"	8818511000001104	"Sodium valproate 300mg suppositories"	"Sodium valproate 300mg suppositories"	"Suppository"	"Rectal"	"Sodium valproate"	"300.000mg"	""	40	3	"Valproate"
"3153041000033111"	19964511000001100	"Sodium valproate 100mg suppositories"	"Sodium valproate 100mg suppositories"	"Suppository"	"Rectal"	"Sodium valproate"	"100.000mg"	""	10	3	"Valproate"
"3158941000033116"	7972911000001104	"Denzapine 25mg tablets (Britannia Pharmaceuticals Ltd)"	"Denzapine 25mg tablets"	"Tablet"	"Oral"	"Clozapine"	"25.000mg"	"4020100"	600	2	"Clozapine"
