"MedCodeId"	"CleansedReadCode"	"Term"	"cat"
"454093011"	""	"honks - diabetic hyperosmolar non-ketotic state"	"Unknown"
"457156014"	"ZV6DB00"	"[v]admitted for conversion to insulin"	"Unknown"
"457157017"	"ZV6DA00"	"[v]admitted for commencement of insulin"	"Unknown"
"459163017"	"C10EE11"	"type i diabetes mellitus with hypoglycaemic coma"	"Type 1"
"459293018"	"C10EH12"	"insulin dependent diabetes mellitus with arthropathy"	"Type 1"
"459294012"	"C10EH11"	"type i diabetes mellitus with arthropathy"	"Type 1"
"498512013"	""	"genetic syndromes of diabetes mellitus"	"Other"
"1220321013"	"L180800"	"diabetes mellitus arising in pregnancy"	"Def gestational"
"1479985016"	"679c.00"	"insulin administration education"	"Unknown"
"1488749011"	"66b1.00"	"diabetic monitoring not required"	"Unknown"
"1780325018"	"449E.00"	"plasma insulin c-peptide level"	"Unknown"
"2156000010"	""	"lipodystrophy, partial, with rieger anomaly, short stature, and insulinopenic diabetes mellitus"	"Other"
"2532967014"	"2BBm.00"	"clinically significant macular oedema of right eye due to diabetes mellitus"	"Unknown"
"2817479019"	""	"hyperglycaemic crisis in diabetes mellitus"	"Unknown"
"3511972010"	""	"diabetic education service"	"Unknown"
"3513752015"	""	"absence of lower limb due to diabetes mellitus"	"Unknown"
"3514795011"	""	"hyperosmolar hyperglycaemic coma due to diabetes mellitus without ketoacidosis"	"Unknown"
"3515955014"	""	"diabetes self management plan"	"Unknown"
"3516393017"	""	"insulin infusion rate"	"Unknown"
"3527174019"	""	"diabetes mellitus caused by chemical"	"Other"
"3636751012"	""	"acute complication with diabetes mellitus"	"Unknown"
"3636752017"	""	"acute complication co-occurrent and due to diabetes mellitus"	"Unknown"
"13791000006111"	"C107y00"	"other specified diabetes mellitus with periph circ comps"	"Other"
"84311000006118"	"C108H12"	"type 1 diabetes mellitus with arthropathy"	"Type 1"
"84321000006114"	"C108F12"	"type 1 diabetes mellitus with diabetic cataract"	"Type 1"
"84331000006112"	"C108612"	"type 1 diabetes mellitus with gangrene"	"Type 1"
"84361000006115"	"C108312"	"type 1 diabetes mellitus with multiple complications"	"Type 1"
"84371000006110"	"C108D12"	"type 1 diabetes mellitus with nephropathy"	"Type 1"
"84421000006115"	"C108C12"	"type 1 diabetes mellitus with polyneuropathy"	"Type 1"
"84461000006114"	"C108A12"	"type 1 diabetes mellitus without complication"	"Type 1"
"84531000006118"	"C109A12"	"type 2 diabetes mellitus with mononeuropathy"	"Type 2"
"84601000006110"	"C109B12"	"type 2 diabetes mellitus with polyneuropathy"	"Type 2"
"84701000006115"	"C108611"	"type i diabetes mellitus with gangrene"	"Type 1"
"84771000006114"	"C108111"	"disorder of eye with type 1 diabetes mellitus"	"Type 1"
"84781000006112"	"C108G11"	"type i diabetes mellitus with peripheral angiopathy"	"Type 1"
"84911000006119"	"C109311"	"type ii diabetes mellitus with multiple complications"	"Type 2"
"144251000006113"	"4494.00"	"serum insulin - c-polypeptide level"	"Unknown"
"189711000000119"	"C10M000"	"lipoatrophic diabetes mellitus without complication"	"Other"
"298811000000118"	"8I3k.00"	"insulin therapy declined"	"Type 2"
"299191000000110"	"66Ag.00"	"insulin needles changed daily"	"Unknown"
"299211000000114"	"66Ah.00"	"insulin needles changed for each injection"	"Unknown"
"301161000000113"	"66Aj.00"	"insulin needles changed less than once a day"	"Unknown"
"396661000006115"	"Cyu2100"	"malnutrition-related diabetes mellitus with multiple complications"	"Other"
"396671000006110"	"Cyu2200"	"[x]malnutrit-related diabetes mellitus with unspec complics"	"Other"
"472901000000116"	"66Am.00"	"insulin dose changed"	"Unknown"
"616081000006113"	"889A.00"	"diabetes mellitus insulin-glucose infusion in acute myocardial infarction"	"Unknown"
"616191000006112"	"L180.00"	"diabetes mellitus during pregnancy, childbirth and the puerperium"	"Poss gestational"
"616211000006113"	"L180z00"	"diabetes mellitus in pregnancy/childbirth/puerperium nos"	"Poss gestational"
"616221000006117"	"L180400"	"diabetes mellitus in the puerperium - baby delivered during previous episode of care"	"Poss gestational"
"616231000006119"	"L180200"	"diabetes mellitus in the puerperium - baby delivered during current episode of care"	"Poss gestational"
"616681000006116"	"C10y000"	"diabetes mellitus, juvenile, + other specified manifestation"	"Type 1"
"622051000000118"	"ZV13F00"	"history of gestational diabetes mellitus"	"Def gestational"
"643691000000114"	"9kL..00"	"insulin initiation enhanced services administration"	"Unknown"
"646031000000112"	"66Ap.00"	"insulin treatment initiated"	"Unknown"
"719471000006119"	"C10AW00"	"malnutrit-related diabetes mellitus with unspec complics"	"Other"
"719481000006116"	"C10A300"	"malnutrit-related diabetes mellitus wth ophthalmic complicat"	"Other"
"719561000006110"	"C10A600"	"malnutrition-related diabetes mellitus with multiple comps"	"Other"
"719571000006115"	"C10A200"	"malnutrition-related diabetes mellitus with renal complications"	"Other"
"719591000006119"	"C10A400"	"malnutrition-related diabetes mellitus wth neuro complicatns"	"Other"
"720311000006119"	"C10AX00"	"malnutrit-relat diabetes mellitus with other spec comps"	"Other"
"730471000000113"	"9m01.00"	"ineligible for diabetic retinopathy screening"	"Unknown"
"737031000000119"	"9m0A.00"	"diabetic retinopathy screening declined"	"Unknown"
"764191000006112"	"2G51000"	"foot abnormality - diabetes related"	"Unknown"
"801901000006119"	"L180811"	"gestational diabetes mellitus"	"Def gestational"
"817471000006110"	"42c0.00"	"haemoglobin a1c less than 7% indicating good diabetic control"	"Unknown"
"817481000006113"	"42c2.00"	"haemoglobin a1c greater than 10% indicating poor diabetic control"	"Unknown"
"817491000006111"	"42c1.00"	"haemoglobin a1c between 7%-10% indicating borderline diabetic control"	"Unknown"
"851051000006110"	""	"ins-treat non-ins-dep diab mel"	"Type 2"
"856621000006118"	""	"left proliferative diabetic retinopathy"	"Unknown"
"856641000006113"	""	"left diabetic maculopathy"	"Unknown"
"857051000006118"	""	"left preproliferative diabetic retinopathy"	"Unknown"
"881441000006111"	"C100099"	"diabetes mellitus - juvenile"	"Type 1"
"881451000006113"	"C100199"	"diabetes mellitus -adult onset"	"Type 2"
"881461000006110"	"C101.99"	"diabetes+ketoacidosis -no coma"	"Unknown"
"881471000006115"	"C103.99"	"diabetes with coma"	"Unknown"
"881481000006117"	"C104.99"	"diabetes + nephropathy"	"Unknown"
"881491000006119"	"C105.99"	"diabetes + eye manifestation"	"Unknown"
"881501000006110"	"C106.99"	"diabetes + neuropathy"	"Unknown"
"881511000006113"	"C107.99"	"diabetes + periph.circulat.dis"	"Unknown"
"881521000006117"	"C10y.99"	"diabetes + other complications"	"Unknown"
"887971000006115"	"L180.99"	"preg.+ diabetes mellitus"	"Poss gestational"
"902201000006112"	"TJ23.99"	"reaction: insulin/antidiabetic"	"Unknown"
"913461000006115"	"C10E011"	"type i diabetes mellitus with renal complications"	"Type 1"
"913521000006113"	"C10E211"	"neurological disorder with type 1 diabetes mellitus"	"Type 1"
"913771000006115"	"C10EB12"	"insulin dependent diabetes mellitus with mononeuropathy"	"Type 1"
"913791000006119"	"C10EB11"	"type i diabetes mellitus with mononeuropathy"	"Type 1"
"913851000006119"	"C10ED11"	"type i diabetes mellitus with nephropathy"	"Type 1"
"913911000006110"	"C10EF11"	"type i diabetes mellitus with diabetic cataract"	"Type 1"
"913921000006119"	"C10EG12"	"insulin dependent diab mell with peripheral angiopathy"	"Type 1"
"913941000006114"	"C10EG11"	"peripheral angiopathy due to type 1 diabetes mellitus"	"Type 1"
"913981000006115"	"C10EJ12"	"insulin dependent diab mell with neuropathic arthropathy"	"Type 1"
"928471000006114"	"C10EK11"	"type i diabetes mellitus with persistent proteinuria"	"Type 1"
"932641000006116"	"C103y99"	"diabetes with coma"	"Unknown"
"933211000006112"	"C10yz99"	"dm + persist microalbuminuria"	"Unknown"
"933221000006116"	"C10yz98"	"dm + persistent proteinuria"	"Unknown"
"933231000006118"	"C10yz97"	"hypo states in diabetes"	"Unknown"
"938331000006118"	"C10FQ11"	"exudative maculopathy with type 2 diabetes mellitus"	"Type 2"
"958321000006115"	""	"dhds pilot project outcome - new diagnosis diabetes"	"Unknown"
"967681000006119"	"C10L.00"	"fibrocalculous pancreatic diabetes"	"Other"
"978651000006118"	"8Hj1.00"	"family/carer referral to diabetes structured education programme"	"Unknown"
"979861000006114"	"9OLC.00"	"family/carer attended diabetes structured education programme"	"Unknown"
"1162341000000110"	"66Ar.00"	"insulin treatment stopped"	"Type 2"
"1550571000000114"	"C10A.11"	"jamaica type diabetes"	"Type 2"
"1573121000006119"	""	"insulin started by gp"	"Unknown"
"1583851000006113"	""	"ineligibility for diab. eye screen: discharged for other reason"	"Unknown"
"1583901000006115"	""	"ineligibility for diab. eye screen: blind (screening contraind)"	"Unknown"
"1628691000006114"	"9Nl4.00"	"seen by general practitioner with special interest in diabetes"	"Unknown"
"1667921000000117"	"C10FR11"	"type ii diabetes mellitus with gastroparesis"	"Type 2"
"1673591000006119"	""	"ineligib for diab. eye screening: learning or mental disability"	"Unknown"
"1682761000006116"	""	"advice given about insulin storage"	"Unknown"
"1694811000006118"	""	"insulin administration education"	"Unknown"
"1703761000000114"	"8CE0000"	"gestational diabetes information leaflet given"	"Def gestational"
"1704751000006118"	"9m09.00"	"excluded from diabetic retinopathy screening as no longer diabetic"	"Type 2"
"1704771000006111"	"9m0B.00"	"excluded from diabetic retinopathy screening as no current contact details"	"Unknown"
"1713371000006112"	""	"diabetic medicine"	"Unknown"
"1724331000006117"	""	"insulin treatment stopped"	"Type 2"
"1732691000000113"	"66Aw.00"	"insulin dose"	"Unknown"
"1744461000006117"	""	"self-administration of insulin"	"Unknown"
"1744471000006112"	""	"needs carer to administer insulin"	"Unknown"
"1763361000006116"	""	"participant in ascend(a study of cardiovascu.events in diabetes)"	"Type 2"
"1763421000006116"	""	"insulin dose"	"Unknown"
"1773381000006119"	""	"seen in in-house nurse-led diabetic clinic"	"Unknown"
"1776171000006113"	""	"staff group: nursing - diabetic nursing/liaison"	"Unknown"
"1783381000006112"	"671F000"	"insulin alert patient information booklet information discussed"	"Unknown"
"1784011000006116"	"8CdD.00"	"advised to maintain back up supply of insulin for subcutaneous injection"	"Unknown"
"1784621000006118"	"8IE9.00"	"referral to diabetes education and self management for ongoing and newly diagnosed structured programme declined"	"Type 2"
"1784711000006118"	"8IF..00"	"professional judgement not to engage patient with insulin alert requirements"	"Unknown"
"1799241000000115"	"8CE0100"	"insulin alert patient information booklet given"	"Unknown"
"1799301000000112"	"8CE0200"	"insulin passport given"	"Unknown"
"1799541000000117"	"8BAi.00"	"insulin passport completed"	"Unknown"
"1799591000000110"	"8BAj.00"	"informed dissent not to carry insulin passport"	"Unknown"
"1822391000006114"	""	"date other antidiabetic drug started"	"Unknown"
"1824081000006117"	""	"diabetes clinical pathway protocol followed"	"Unknown"
"1841451000006115"	""	"diabetic foot screening invitation"	"Unknown"
"1841481000006111"	""	"diabetic foot screening invitation second letter"	"Unknown"
"1853141000006111"	""	"in-house diabetes foot screening"	"Unknown"
"1855341000006113"	""	"conversion to insulin by hospital"	"Unknown"
"1855351000006110"	""	"conversion to insulin by diabetic specialist nurse"	"Unknown"
"1858811000006114"	""	"auras-af - consider the patient to have diabetes"	"Unknown"
"1877371000006111"	""	"diabetes clinical management plan no longer in place"	"Unknown"
"1916521000006118"	""	"access to online patient diabetes education given"	"Unknown"
"1920661000006119"	""	"unsuitable for desmond diabetes structured education programme"	"Type 2"
"1932051000006114"	""	"3d study - problems with diabetes management"	"Unknown"
"1935341000006117"	""	"patient in diabetes study"	"Unknown"
"1946681000006112"	"8OAH.11"	"provision of written information about diabetes & hypertensn"	"Unknown"
"1946691000006110"	"8OAH.00"	"provision of written information about diabetes and hypertension"	"Unknown"
"1946701000006110"	"8OAJ.00"	"provision of written information about diabetes and high haemoglobin a1c level"	"Unknown"
"1946711000006113"	"8OAK.00"	"provision of written information about diabetes and high cholesterol"	"Unknown"
"1947151000006112"	"9Na5100"	"joint consultation with practice nurse and community diabetes specialist nurse"	"Unknown"
"1947161000006114"	"9Na5200"	"joint consultation with general practitioner and community diabetes specialist nurse"	"Unknown"
"1954041000006119"	""	"diabetic - uses carbohydrate counting"	"Unknown"
"1955171000006110"	""	"keele enhance trial - diabetic review"	"Unknown"
"1960611000006113"	""	"diabetic foot examination - action required"	"Unknown"
"1966311000006116"	"66o5.00"	"diabetic on oral treatment and glucagon-like peptide 1 receptor agonist"	"Type 2"
"1966321000006112"	"66o6.00"	"diabetic on insulin and glucagon-like peptide 1 receptor agonist"	"Unknown"
"1966441000006113"	"67W1.00"	"recommendation to self-refer for diabetes structured education"	"Unknown"
"1967341000006115"	"9NST.00"	"not suitable for desmond (diabetes education and self management for ongoing and newly diagnosed) programme"	"Type 2"
"1968641000006114"	"C10Q.00"	"maturity-onset diabetes of the young, type 5"	"Other"
"1979691000006117"	""	"liverpool diabetes pilot administration"	"Unknown"
"1979721000006110"	""	"liverpool diabetes pilot - support option 1"	"Unknown"
"1979731000006113"	""	"liverpool diabetes pilot - support option 2"	"Unknown"
"1979741000006115"	""	"liverpool diabetes pilot - support option 3"	"Unknown"
"1979751000006118"	""	"liverpool diabetes pilot - support option 4"	"Unknown"
"1979761000006116"	""	"liverpool diabetes pilot - support option 5"	"Unknown"
"1984081000006115"	""	"manchester triage - diabetes"	"Unknown"
"1996751000006117"	""	"insulin injection technique checked"	"Unknown"
"2128081000000111"	"66Ay.00"	"gestational diabetes mellitus annual review"	"Def gestational"
"2139121000000115"	"8BAm.00"	"insulin passport checked"	"Unknown"
"2168881000000114"	"7L10011"	"subcutaneous infusion with insulin pump"	"Unknown"
"2249871000000113"	"9NJy000"	"in-house diabetic foot screening first appointment"	"Unknown"
"2249951000000114"	"9NJy100"	"in-house diabetic foot screening follow-up appointment"	"Unknown"
"2249991000000118"	"8HgZ.00"	"discharge from in-house diabetic foot screening"	"Unknown"
"2262341000000113"	"66AH100"	"conversion to insulin in secondary care"	"Unknown"
"2265851000000114"	"8BAp.00"	"insulin passport not checked"	"Unknown"
"2288071000000116"	"C10P111"	"type 2 diabetes mellitus in remission"	"Type 2"
"2337941000000112"	"38QW.00"	"diabetes distress scale 2 item score"	"Unknown"
"2338051000000112"	"38QX.00"	"diabetes distress scale 17 item score"	"Unknown"
"2359401000000111"	"66AH300"	"conversion to non-insulin injectable medication"	"Unknown"
"2368911000000117"	"679L300"	"diabetic foot care education"	"Unknown"
"2369111000000112"	"67HA.00"	"lifestyle education for diabetes"	"Unknown"
"2378231000000112"	"8Hgd.00"	"discharge from secondary care diabetes service"	"Unknown"
"2380481000000115"	"66o1.00"	"enquiry about diabetic erectile dysfunction declined"	"Unknown"
"2415191000000113"	"1M8..00"	"diabetic peripheral neuropathic pain"	"Unknown"
"2444761000000113"	""	"paediatric diabetic medicine care plan"	"Unknown"
"2451551000000117"	""	"diabetes education care plan"	"Unknown"
"2460251000000115"	"66o2.00"	"diabetic on non-insulin injectable medication"	"Unknown"
"2460621000000111"	"8OAL.00"	"provision of diabetes identity card"	"Unknown"
"2461101000000116"	"66o3.00"	"has diabetes identity card"	"Unknown"
"2465001000000115"	"679l.00"	"diabetic injection administration education"	"Unknown"
"2493341000000118"	"38VP.00"	"young townson footskin scale for diabetic neuropathy"	"Unknown"
"2500921000000110"	"13B1000"	"diabetic carbohydrate counting diet"	"Unknown"
"2575261000006118"	""	"maternal diabetes mellitus with hypoglycaemia affecting foetus or newborn"	"Poss gestational"
"2575271000006113"	""	"maternal diabetes mellitus with hypoglycemia affecting fetus or newborn"	"Poss gestational"
"2575281000006111"	""	"maternal diabetes mellitus with hypoglycaemia affecting fetus or newborn"	"Poss gestational"
"2576431000006117"	""	"dr - diabetic retinopathy"	"Unknown"
"2597931000006119"	""	"diabetic education"	"Unknown"
"2683561000006119"	""	"brittle diabetes mellitus"	"Unknown"
"2683581000006112"	""	"labile diabetes"	"Unknown"
"2683591000006110"	""	"unstable diabetes mellitus"	"Unknown"
"2686071000006114"	""	"gestational diabetes"	"Def gestational"
"2686101000006116"	""	"gdm - gestational diabetes mellitus"	"Def gestational"
"2737581000000113"	""	"signposting to diabetes uk"	"Unknown"
"2867421000006114"	""	"insulin dependent diabetes mellitus type 1a"	"Type 1"
"2867431000006112"	""	"insulin dependent diabetes mellitus type ia"	"Type 1"
"2900951000006115"	""	"diabetic eye disease"	"Unknown"
"2906401000006113"	""	"diabetic retinal microaneurysm"	"Unknown"
"2920981000006117"	""	"diabetic coma"	"Unknown"
"3039971000006114"	""	"pineal hyperplasia, insulin-resistant diabetes mellitus and somatic abnormalities"	"Type 2"
"3136191000006114"	""	"administration of insulin"	"Unknown"
"3209431000006116"	""	"diabetes mellitus type ii"	"Type 2"
"3209441000006114"	""	"diabetes mellitus type 2"	"Type 2"
"3253231000006110"	""	"diabetes mellitus type i"	"Type 1"
"3253241000006117"	""	"diabetes mellitus type 1"	"Type 1"
"3258001000006116"	""	"gestational diabetes mellitus, class a>2<"	"Def gestational"
"3286521000006111"	""	"drug resistance to insulin"	"Unknown"
"3292081000006115"	""	"bullosis diabeticorum"	"Unknown"
"3319861000006118"	""	"diabetic autonomic neuropathy"	"Unknown"
"3416171000006118"	""	"necrobiosis lipoidica diabeticorum"	"Unknown"
"3459801000006118"	""	"diabetes mellitus associated with hormonal aetiology"	"Other"
"3511581000006114"	""	"pretibial pigmental patches in diabetes"	"Unknown"
"3603911000006118"	""	"insulin"	"Unknown"
"3634971000006115"	""	"insulin pump"	"Unknown"
"3690681000006114"	""	"dm - diabetes mellitus"	"Unknown"
"3719631000006112"	""	"gestational diabetes mellitus, class a>1<"	"Def gestational"
"3748251000006115"	""	"diabetes mellitus in mother complicating pregnancy, childbirth and/or puerperium"	"Poss gestational"
"4392141000006116"	""	"lipoatrophic diabetes"	"Other"
"4392221000006118"	""	"peripheral angiopathy due to diabetes mellitus"	"Unknown"
"4539561000006114"	""	"history of diabetes mellitus"	"Unknown"
"4636411000006110"	""	"diet controlled diabetes mellitus"	"Type 2"
"4636471000006118"	""	"has seen dietitian - diabetes"	"Unknown"
"4726201000006118"	""	"diabetology domiciliary visit requested"	"Unknown"
"4758011000006112"	""	"type 2 diabetes mellitus with hyperosmolar coma"	"Type 2"
"4758121000006115"	""	"insulin-dependent diabetes maturity onset"	"Other"
"4771421000006116"	""	"ppdr - preproliferative diabetic retinopathy"	"Unknown"
"4796321000006113"	""	"pre-existing type 2 diabetes mellitus"	"Type 2"
"4808881000006117"	""	"diabetic hand syndrome"	"Unknown"
"4808921000006113"	""	"diabetic neuropathic arthropathy"	"Unknown"
"4929251000006115"	""	"diabetic nurse"	"Unknown"
"4938901000006116"	""	"sliding scale insulin regime"	"Unknown"
"4938911000006118"	""	"insulin regime"	"Unknown"
"5009561000006114"	""	"diabetic chronic painful polyneuropathy"	"Unknown"
"5030771000006114"	""	"diabetic traction retinal detachment"	"Unknown"
"5095031000006114"	""	"microalbuminuric diabetic nephropathy"	"Unknown"
"5109461000006115"	""	"diabetes type 2 on insulin"	"Type 2"
"5109561000006119"	""	"maturity onset diabetes of the young, type 2"	"Other"
"5109611000006116"	""	"mody - maturity onset diabetes in youth type 2"	"Other"
"5109621000006112"	""	"mody - maturity onset diabetes glucokinase-related"	"Other"
"5110001000006118"	""	"pregnancy and type 2 diabetes mellitus"	"Type 2"
"5110071000006112"	""	"hypoglycaemic event in diabetes"	"Unknown"
"5110081000006110"	""	"hypoglycemic event in diabetes"	"Unknown"
"5110091000006113"	""	"hypoglycaemic state in diabetes"	"Unknown"
"5127801000006119"	""	"insulin lipoatrophy"	"Unknown"
"5192411000006114"	""	"diabetic monitoring status"	"Unknown"
"5231271000006117"	""	"insulin used"	"Unknown"
"5505651000006113"	""	"diabetes mellitus uncontrolled"	"Unknown"
"5549741000006110"	""	"diabetes clinic satisfaction questionnaire"	"Unknown"
"5549771000006119"	""	"dtsq - diabetes treatment satisfaction questionnaire"	"Unknown"
"5587071000006119"	""	"diabetes mellitus in neonate small for gestational age"	"Other"
"5634901000006116"	""	"diabetic foot"	"Unknown"
"5754581000006110"	""	"brittle type 1 diabetes mellitus"	"Type 1"
"5809871000006117"	""	"insulin allergy"	"Unknown"
"5833331000006119"	""	"insulin overdose"	"Unknown"
"5833341000006112"	""	"accidental insulin overdose"	"Unknown"
"5833351000006114"	""	"intentional insulin overdose"	"Unknown"
"5833361000006111"	""	"insulin overdose of undetermined intent"	"Unknown"
"5933621000006118"	""	"perceived control of insulin-dependent diabetes"	"Type 1"
"5942001000006110"	""	"under care of diabetic liaison nurse"	"Unknown"
"5976641000006118"	""	"admission to diabetic department"	"Unknown"
"5979491000006119"	""	"diabetes monitoring call"	"Unknown"
"5981421000006112"	""	"insulin injection"	"Unknown"
"5987801000006113"	""	"diabetologist"	"Unknown"
"5988631000006117"	""	"diabetes dietitian"	"Unknown"
"5994181000006119"	""	"diabetic department"	"Unknown"
"5997431000006115"	""	"diabetic liaison nurse"	"Unknown"
"5999771000006115"	""	"diabetes monitoring invitation"	"Unknown"
"6022581000006116"	""	"mild non-proliferative diabetic retinopathy"	"Unknown"
"6022611000006112"	""	"mild nonproliferative diabetic retinopathy"	"Unknown"
"6022621000006116"	""	"moderate nonproliferative diabetic retinopathy"	"Unknown"
"6022671000006115"	""	"proliferative diabetic retinopathy - non high risk"	"Unknown"
"6022691000006119"	""	"early proliferative diabetic retinopathy"	"Unknown"
"6022721000006112"	""	"proliferative diabetic retinopathy - high risk"	"Unknown"
"6022761000006118"	""	"proliferative diabetic retinopathy - quiescent"	"Unknown"
"6022831000006119"	""	"diabetic vitreous haemorrhage"	"Unknown"
"6022871000006116"	""	"clinically significant diabetic macular oedema"	"Unknown"
"6022921000006114"	""	"diabetic macular oedema"	"Unknown"
"6022931000006112"	""	"diabetic macular edema"	"Unknown"
"6030001000006116"	""	"insulin-dependent diabetes without complication"	"Type 1"
"6041341000006114"	""	"focal diabetic maculopathy"	"Unknown"
"6041411000006117"	""	"ischaemic diabetic maculopathy"	"Unknown"
"6041431000006111"	""	"mixed diabetic maculopathy"	"Unknown"
"6348911000006117"	""	"diabetic foot ulcer"	"Unknown"
"6443801000006114"	""	"insulin administration assessment"	"Unknown"
"6444031000006114"	""	"diabetic care assessment"	"Unknown"
"6444051000006119"	""	"diabetic care"	"Unknown"
"6444071000006112"	""	"diabetic care education"	"Unknown"
"6515171000006112"	""	"nonproliferative diabetic retinopathy"	"Unknown"
"6515201000006111"	""	"npdr - non proliferative diabetic retinopathy"	"Unknown"
"6515211000006114"	""	"bdr - background diabetic retinopathy"	"Unknown"
"6515391000006110"	""	"on examination - no right diabetic retinopathy"	"Unknown"
"6515431000006116"	""	"on examination - no left diabetic retinopathy"	"Unknown"
"6515471000006118"	""	"on examination - diabetic maculopathy absent both eyes"	"Unknown"
"6516331000006118"	""	"dna - did not attend diabetic clinic"	"Unknown"
"6546241000006111"	""	"on examination - right diabetic foot at low risk"	"Unknown"
"6546261000006110"	""	"on examination - right diabetic foot at high risk"	"Unknown"
"6546281000006117"	""	"on examination - right diabetic foot - ulcerated"	"Unknown"
"6546321000006111"	""	"on examination - left diabetic foot at low risk"	"Unknown"
"6546341000006116"	""	"on examination - left diabetic foot at high risk"	"Unknown"
"6546411000006113"	""	"on examination - left diabetic foot at moderate risk"	"Unknown"
"6546431000006119"	""	"on examination - right diabetic foot at moderate risk"	"Unknown"
"6611521000006112"	""	"diabetes self-monitoring health education"	"Unknown"
"6612501000006110"	""	"diabetic foot at risk"	"Unknown"
"6613341000006113"	""	"diabetic monitoring - injection sites abnormal"	"Unknown"
"6615341000006112"	""	"diabetic monitoring - injection sites normal"	"Unknown"
"6630481000006114"	""	"proliferative diabetic retinopathy - high risk with no macular oedema"	"Unknown"
"6630561000006115"	""	"diabetic macular oedema not clinically significant"	"Unknown"
"6630571000006110"	""	"diabetic macular edema not clinically significant"	"Unknown"
"6630581000006113"	""	"very severe proliferative diabetic retinopathy"	"Unknown"
"6630591000006111"	""	"diabetic retinal venous beading"	"Unknown"
"6630661000006119"	""	"non-high-risk proliferative diabetic retinopathy with no macular oedema"	"Unknown"
"6630721000006117"	""	"severe nonproliferative diabetic retinopathy with clinically significant macular oedema"	"Unknown"
"6630751000006114"	""	"severe nonproliferative diabetic retinopathy with no macular oedema"	"Unknown"
"6630821000006112"	""	"non-high-risk proliferative diabetic retinopathy with clinically significant macular oedema"	"Unknown"
"6630851000006115"	""	"very severe nonproliferative diabetic retinopathy"	"Unknown"
"6670981000006118"	""	"diabetic wet gangrene of the foot"	"Unknown"
"6718121000006115"	""	"diabetes type"	"Unknown"
"6761781000006114"	""	"on examination - right eye background diabetic retinopathy"	"Unknown"
"6761801000006113"	""	"on examination - left eye background diabetic retinopathy"	"Unknown"
"6761821000006115"	""	"on examination - right eye preproliferative diabetic retinopathy"	"Unknown"
"6761841000006110"	""	"on examination - left eye preproliferative diabetic retinopathy"	"Unknown"
"6761861000006114"	""	"on examination - right eye proliferative diabetic retinopathy"	"Unknown"
"6761881000006116"	""	"on examination - left eye proliferative diabetic retinopathy"	"Unknown"
"6823401000006118"	""	"insulin lispro"	"Unknown"
"6837961000006116"	""	"panretinal photocoagulation for diabetes"	"Unknown"
"6843971000006117"	""	"attended diabetes structured education program"	"Unknown"
"6866541000006117"	""	"on examination - left eye stable treated proliferative diabetic retinopathy"	"Unknown"
"6866781000006116"	""	"on examination - right chronic diabetic foot ulcer"	"Unknown"
"6866901000006111"	""	"on examination - right eye stable treated proliferative diabetic retinopathy"	"Unknown"
"6872991000006113"	""	"referral to diabetes structured education program"	"Unknown"
"6888611000006119"	""	"diabetic record status"	"Unknown"
"6931861000006110"	""	"infection of foot associated with diabetes"	"Unknown"
"6951091000006110"	""	"diabetes type 1 with ketoacidosis"	"Type 1"
"6953861000006110"	""	"diabetic ketoacidosis"	"Unknown"
"6953871000006115"	""	"ketoacidosis in diabetes mellitus"	"Unknown"
"6953891000006119"	""	"diabetic acidosis"	"Unknown"
"6953901000006115"	""	"dka - diabetic ketoacidosis"	"Unknown"
"6961081000006118"	""	"gangrene associated with type 1 diabetes mellitus"	"Type 1"
"6969931000006116"	""	"diabetes type 2 with neurological disorder"	"Type 2"
"6977421000006110"	""	"ketoacidosis in type ii diabetes mellitus"	"Type 2"
"6982521000006119"	""	"diabetes type 2 with retinopathy"	"Type 2"
"6985411000006117"	""	"diabetic skin ulcer"	"Unknown"
"7032031000006112"	""	"diabetic peripheral neuropathy"	"Unknown"
"7065531000006115"	""	"latent autoimmune diabetes mellitus in adult (lada)"	"Other"
"7068831000006114"	""	"diabetes mellitus due to cystic fibrosis"	"Other"
"7086001000006113"	""	"dietary education for type 2 diabetes mellitus"	"Type 2"
"7086021000006115"	""	"dietary advice for type ii diabetes"	"Type 2"
"7098211000006116"	""	"dietary education for type 1 diabetes mellitus"	"Type 1"
"7107831000006117"	""	"diabetic education completed"	"Unknown"
"7217901000006119"	""	"dietary education for gestational diabetes"	"Def gestational"
"7257031000006118"	""	"does rotate site of insulin injection"	"Unknown"
"7281511000006118"	""	"type 2 diabetes mellitus uncontrolled"	"Type 2"
"7287611000006113"	""	"type 1 diabetes mellitus uncontrolled"	"Type 1"
"7288191000006110"	""	"type 2 diabetes mellitus well controlled"	"Type 2"
"7306751000006110"	""	"brittle type 2 diabetes mellitus"	"Type 2"
"7318191000006115"	""	"change in insulin dose"	"Unknown"
"7469421000006113"	""	"ambulatory insulin infusion pump"	"Unknown"
"7480661000006114"	""	"h/o diabetes mellitus type 2"	"Type 2"
"7480691000006118"	""	"h/o diabetes mellitus type 1"	"Type 1"
"7480721000006111"	""	"h/o gestational diabetes mellitus"	"Def gestational"
"7480741000006116"	""	"history of maturity onset diabetes mellitus in young"	"Other"
"7483291000006111"	""	"symptomatic diabetic peripheral neuropathy absent"	"Unknown"
