"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Insulin"
"5079841000033118"	"HumaPen Memoir hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5403541000033118"	"Humalog Mix25 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml"	NA	"Insulin"
"5440141000033112"	"HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5440641000033119"	"HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5697241000033112"	"Bd-Microfine +  Needles for insulin pens  4 mm/32 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"5709141000033115"	"Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5709241000033110"	"Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5709341000033117"	"Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5709441000033111"	"Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5709541000033112"	"Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5709641000033113"	"Hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5709941000033118"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"21010900"	"Insulin"
"5710041000033114"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"21010900"	"Insulin"
"5732041000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5732141000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5732441000033111"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5733041000033111"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5733341000033113"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5733441000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5733541000033118"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5733741000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5734041000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5734141000033113"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5734241000033118"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5734341000033111"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5819941000033118"	"ClikSTAR hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5820041000033115"	"ClikSTAR hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5905141000033111"	"IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5905241000033116"	"IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5909641000033116"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"5910741000033117"	"Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	NA	"Insulin"
"5911541000033119"	"Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"6006341000033111"	"NovoTwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6011841000033112"	"Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"75.000unit/1.000ml + 75.000unit/1.000ml + 25.000unit/1.000ml + 25.000unit/1.000ml"	NA	"Insulin"
"6364241000033114"	"BD AutoShield hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6389641000033111"	"Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"6448141000033113"	"Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6456441000033119"	"NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"6463141000033112"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6490641000033114"	"Comfort Point  Needles for insulin pens  4 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"6490741000033117"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6490841000033110"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6490941000033119"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6491041000033112"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6518241000033118"	"BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6519641000033112"	"NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6519741000033115"	"NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6535141000033111"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6535241000033116"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6535341000033114"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6535541000033119"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"6535641000033118"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"7684841000033117"	"Clickfine  Needles for insulin pens  6 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"7684941000033113"	"Clickfine  Needles for insulin pens  8 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"7685041000033113"	"Clickfine  Needles for insulin pens  10 mm/29 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"7685141000033112"	"Clickfine  Needles for insulin pens  12 mm/29 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"
"8052741000033110"	"Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8056341000033110"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8056441000033116"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8056541000033115"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8056641000033119"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8241541000033119"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8241641000033118"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8243941000033112"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244041000033114"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244241000033118"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244341000033111"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244441000033117"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244541000033116"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8244641000033115"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"8263941000033117"	"Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010102"	"Insulin"
"8264041000033115"	"Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	"06010102"	"Insulin"
"8264141000033116"	"Tresiba FlexTouch 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"8264241000033111"	"Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	NA	"Insulin"
"8264341000033118"	"Insulin degludec 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010102"	"Insulin"
"8264441000033112"	"Tresiba Penfill 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"8280641000033118"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8280841000033117"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281141000033116"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281241000033111"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281341000033118"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281441000033112"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281541000033113"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281641000033114"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281741000033117"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281841000033110"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8281941000033119"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8282041000033113"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318141000033117"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318241000033112"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318341000033119"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318441000033113"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318541000033114"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8318641000033110"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8494141000033119"	"BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495341000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495441000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495541000033110"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495641000033111"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495741000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8495841000033112"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8535941000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8538641000033119"	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586041000033117"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586341000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586441000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586541000033110"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8586641000033111"	"Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8622241000033111"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8622341000033118"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8622541000033113"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8622841000033110"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8623241000033116"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8623341000033114"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8623441000033115"	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8880741000033117"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8880841000033110"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881041000033112"	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881241000033116"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881341000033114"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881441000033115"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8881541000033119"	"BD SafetyGlide hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8884241000033118"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8954241000033119"	"Microdot Droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8963741000033119"	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"8966741000033113"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9161441000033114"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9161541000033110"	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"9677041000033116"	"Insulin aspart 100units/ml solution for injection 1.6ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010101"	"Insulin"
"9677141000033117"	"NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"9707541000033114"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9707641000033110"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9707741000033118"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"9707841000033111"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10019141000033111"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10021741000033116"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10021841000033114"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10021941000033118"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10044541000033113"	"Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 3.600mg/1.000ml"	"06010203"	"Insulin"
"10044641000033114"	"Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 3.600mg/1.000ml"	NA	"Insulin"
"10252641000033111"	"Insulin lispro 200units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	"06010101"	"Insulin"
"10252741000033119"	"Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	NA	"Insulin"
"10259341000033113"	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"10259441000033119"	"NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
