"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Antipsychotic"
"3141141000033114"	"Stelazine Forte 1mg/ml oral solution"	"Oral solution"	"Oral"	"Trifluoperazine"	"1.000mg/1.000ml"	NA	"Trifluoperazine"
"3158941000033116"	"Denzapine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clozapine"	"25.000mg"	NA	"Clozapine"
"3159041000033113"	"Denzapine 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clozapine"	"100.000mg"	NA	"Clozapine"
"3179941000033111"	"Nortriptyline 10mg / Fluphenazine 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Fluphenazine"	"500.000microgram + 10.000mg"	"04030100"	"Fluphenazine"
"3180441000033118"	"Amitriptyline 25mg / Perphenazine 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perphenazine"	"25.000mg + 2.000mg"	"04030100"	"Perphenazine"
"3180541000033117"	"Amitriptyline 10mg / Perphenazine 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perphenazine"	"10.000mg + 2.000mg"	"04030100"	"Perphenazine"
"3225241000033118"	"Aripiprazole 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Aripiprazole"	"5.000mg"	"04020100"	"Aripiprazole"
"3225341000033111"	"Abilify 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Aripiprazole"	"5.000mg"	NA	"Aripiprazole"
"3226341000033115"	"Zaponex 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clozapine"	"25.000mg"	NA	"Clozapine"
"3226441000033114"	"Zaponex 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clozapine"	"100.000mg"	NA	"Clozapine"
"3246041000033119"	"Risperidone 500microgram orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"500.000microgram"	"04020100"	"Risperidone"
"3246141000033115"	"Risperdal Quicklet 500microgram orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"500.000microgram"	NA	"Risperidone"
"3849441000033112"	"Chlorpromazine 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Chlorpromazine"	"10.000mg/1.000ml"	"04020100"	"Chlorpromazine"
"3858941000033110"	"Chlorpromazine 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Chlorpromazine"	"25.000mg/1.000ml"	"04020100"	"Chlorpromazine"
"3866541000033110"	"Olanzapine 20mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"20.000mg"	"04020100"	"Olanzapine"
"3866641000033111"	"Zyprexa 20mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"20.000mg"	NA	"Olanzapine"
"3892541000033114"	"Olanzapine 2.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Olanzapine"	"500.000microgram/1.000ml"	"04020100"	"Olanzapine"
"3950341000033115"	"Aripiprazole 10mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Aripiprazole"	"10.000mg"	"04020100"	"Aripiprazole"
"3950441000033114"	"Aripiprazole 15mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Aripiprazole"	"15.000mg"	"04020100"	"Aripiprazole"
"3950541000033110"	"Aripiprazole 1mg/ml oral solution"	"Oral solution"	"Oral"	"Aripiprazole"	"1.000mg/1.000ml"	"04020100"	"Aripiprazole"
"3950641000033111"	"Abilify 10mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Aripiprazole"	"10.000mg"	NA	"Aripiprazole"
"3950741000033119"	"Abilify 15mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Aripiprazole"	"15.000mg"	NA	"Aripiprazole"
"3950841000033112"	"Abilify 1mg/ml oral solution"	"Oral solution"	"Oral"	"Aripiprazole"	"1.000mg/1.000ml"	NA	"Aripiprazole"
"3996241000033117"	"Olanzapine 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"20.000mg"	"04020100"	"Olanzapine"
"3996341000033110"	"Zyprexa 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"20.000mg"	NA	"Olanzapine"
"4012041000033116"	"Risperidone 3mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"3.000mg"	"04020100"	"Risperidone"
"4012141000033117"	"Risperidone 4mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"4.000mg"	"04020100"	"Risperidone"
"4012241000033112"	"Risperdal Quicklet 3mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"3.000mg"	NA	"Risperidone"
"4012341000033119"	"Risperdal Quicklet 4mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"4.000mg"	NA	"Risperidone"
"4133841000033118"	"Quetiapine  Oral Suspension Sugar Free  12.5 mg/5 ml"	"Oral suspension"	"Oral"	"Quetiapine"	NA	NA	"Quetiapine"
"4148441000033110"	"Chlorpromazine  Capsules  10 mg"	"Capsule"	"Oral"	"Chlorpromazine"	NA	NA	"Chlorpromazine"
"4200641000033118"	"Paliperidone 3mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"3.000mg"	"04020100"	"Paliperidone"
"4200741000033110"	"Paliperidone 6mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"6.000mg"	"04020100"	"Paliperidone"
"4200841000033117"	"Paliperidone 9mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"9.000mg"	"04020100"	"Paliperidone"
"4200941000033113"	"Invega 3mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"3.000mg"	NA	"Paliperidone"
"4201041000033115"	"Invega 6mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"6.000mg"	NA	"Paliperidone"
"4201141000033116"	"Invega 9mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"9.000mg"	NA	"Paliperidone"
"4422541000033110"	"Quetiapine 100mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine"	"20.000mg/1.000ml"	"04020100"	"Quetiapine"
"4424541000033119"	"Haloperidol 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"1.000mg/1.000ml"	"04020100"	"Haloperidol"
"4456741000033117"	"Aripiprazole 9.75mg/1.3ml solution for injection vials"	"Solution for injection"	"Intramuscular"	"Aripiprazole"	"7.500mg/1.000ml"	"04020100"	"Aripiprazole"
"4456841000033110"	"Abilify 9.75mg/1.3ml solution for injection vials"	"Solution for injection"	"Intramuscular"	"Aripiprazole"	"7.500mg/1.000ml"	NA	"Aripiprazole"
"4591741000033114"	"Quetiapine 50mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	"04020100"	"Quetiapine"
"4591841000033116"	"Quetiapine 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	"04020100"	"Quetiapine"
"4591941000033112"	"Quetiapine 300mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	"04020100"	"Quetiapine"
"4592041000033118"	"Quetiapine 400mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	"04020100"	"Quetiapine"
"4592141000033119"	"Seroquel XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"4592241000033114"	"Seroquel XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"4592341000033116"	"Seroquel XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"4592441000033110"	"Seroquel XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"4940141000033119"	"Amisulpride 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Amisulpride"	"5.000mg/1.000ml"	"04020100"	"Amisulpride"
"5054641000033118"	"Haloperidol 1mg/5ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"200.000microgram/1.000ml"	"04020100"	"Haloperidol"
"5055241000033117"	"Droperidol 2.5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Droperidol"	"2.500mg/1.000ml"	"04020100"	"Droperidol"
"5077641000033110"	"Clozapine 50mg/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Clozapine"	"50.000mg/1.000ml"	"04020100"	"Clozapine"
"5077741000033118"	"Denzapine 50mg/ml oral suspension"	"Oral suspension"	"Oral"	"Clozapine"	"50.000mg/1.000ml"	NA	"Clozapine"
"5077941000033115"	"Clozapine 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clozapine"	"200.000mg"	"04020100"	"Clozapine"
"5078041000033117"	"Clozapine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clozapine"	"50.000mg"	"04020100"	"Clozapine"
"5078141000033118"	"Denzapine 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clozapine"	"200.000mg"	NA	"Clozapine"
"5078241000033113"	"Denzapine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clozapine"	"50.000mg"	NA	"Clozapine"
"5565141000033118"	"Zypadhera 300mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Olanzapine"	"300.000mg"	NA	"Olanzapine"
"5565241000033113"	"Zypadhera 405mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Olanzapine"	"405.000mg"	NA	"Olanzapine"
"5575741000033110"	"Olanzapine embonate 210mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Olanzapine"	"210.000mg"	"04020200"	"Olanzapine"
"5575841000033117"	"Olanzapine embonate 300mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Olanzapine"	"300.000mg"	"04020200"	"Olanzapine"
"5575941000033113"	"Olanzapine embonate 405mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Olanzapine"	"405.000mg"	"04020200"	"Olanzapine"
"5814341000033116"	"Levomepromazine 2.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine"	"500.000microgram/1.000ml"	"04020100"	"Levomepromazine"
"5889741000033118"	"Quetiapine 12.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine"	"2.500mg/1.000ml"	"04020100"	"Quetiapine"
"5889841000033111"	"Quetiapine 12.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine"	"2.500mg/1.000ml"	"04020100"	"Quetiapine"
"5890741000033111"	"Haloperidol 1mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"200.000microgram/1.000ml"	"04020100"	"Haloperidol"
"5890941000033114"	"Amisulpride 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amisulpride"	"5.000mg/1.000ml"	"04020100"	"Amisulpride"
"5891141000033117"	"Quetiapine 100mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine"	"20.000mg/1.000ml"	"04020100"	"Quetiapine"
"5909341000033112"	"Quetiapine 150mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	"04020100"	"Quetiapine"
"5909441000033118"	"Seroquel XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"
"5969441000033117"	"Haloperidol 1.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"300.000microgram/1.000ml"	"04020100"	"Haloperidol"
"5969541000033116"	"Haloperidol 1.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"300.000microgram/1.000ml"	"04020100"	"Haloperidol"
"5969641000033115"	"Haloperidol 250micrograms/5ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"50.000microgram/1.000ml"	"04020100"	"Haloperidol"
"5969741000033112"	"Haloperidol 250micrograms/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"50.000microgram/1.000ml"	"04020100"	"Haloperidol"
"5974841000033112"	"Quetiapine 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine"	"5.000mg/1.000ml"	"04020100"	"Quetiapine"
"5974941000033116"	"Quetiapine 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine"	"5.000mg/1.000ml"	"04020100"	"Quetiapine"
"5975041000033116"	"Quetiapine 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine"	"10.000mg/1.000ml"	"04020100"	"Quetiapine"
"5975141000033117"	"Quetiapine 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine"	"10.000mg/1.000ml"	"04020100"	"Quetiapine"
"5993541000033117"	"Haloperidol 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"1.000mg/1.000ml"	"04020100"	"Haloperidol"
"5997341000033118"	"Olanzapine 2.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Olanzapine"	"500.000microgram/1.000ml"	"04020100"	"Olanzapine"
"6359441000033116"	"Paliperidone 50mg/0.5ml prolonged-release suspension for injection pre-filled syringes"	"Suspension for injection/ Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"100.000mg/1.000ml"	"04020200"	"Paliperidone"
"6359541000033115"	"Paliperidone 75mg/0.75ml prolonged-release suspension for injection pre-filled syringes"	"Suspension for injection/ Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"100.000mg/1.000ml"	"04020200"	"Paliperidone"
"6359641000033119"	"Paliperidone 100mg/1ml prolonged-release suspension for injection pre-filled syringes"	"Suspension for injection/ Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"100.000mg/1.000ml"	"04020200"	"Paliperidone"
"6359741000033111"	"Paliperidone 150mg/1.5ml prolonged-release suspension for injection pre-filled syringes"	"Suspension for injection/ Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"100.000mg/1.000ml"	"04020200"	"Paliperidone"
"6359841000033118"	"Xeplion 50mg/0.5ml prolonged-release suspension for injection pre-filled syringes"	"Suspension for injection/ Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"100.000mg/1.000ml"	NA	"Paliperidone"
"6359941000033114"	"Xeplion 75mg/0.75ml prolonged-release suspension for injection pre-filled syringes"	"Suspension for injection/ Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"100.000mg/1.000ml"	NA	"Paliperidone"
"6360041000033112"	"Xeplion 100mg/1ml prolonged-release suspension for injection pre-filled syringes"	"Suspension for injection/ Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"100.000mg/1.000ml"	NA	"Paliperidone"
"6360141000033111"	"Xeplion 150mg/1.5ml prolonged-release suspension for injection pre-filled syringes"	"Suspension for injection/ Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"100.000mg/1.000ml"	NA	"Paliperidone"
"6443041000033115"	"Asenapine 5mg sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Asenapine"	"5.000mg"	"04020300"	"Asenapine"
"6443141000033116"	"Asenapine 10mg sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Asenapine"	"10.000mg"	"04020300"	"Asenapine"
"6443241000033111"	"Sycrest 5mg sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Asenapine"	"5.000mg"	NA	"Asenapine"
"6443341000033118"	"Sycrest 10mg sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Asenapine"	"10.000mg"	NA	"Asenapine"
"6445641000033110"	"Levomepromazine 6mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine"	"1.200mg/1.000ml"	"04020100"	"Levomepromazine"
"6455741000033116"	"Ziprasidone 40mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Ziprasidone"	"40.000mg"	"04020100"	"Ziprasidone"
"6455841000033114"	"Ziprasidone 80mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Ziprasidone"	"80.000mg"	"04020100"	"Ziprasidone"
"6456741000033114"	"Zalasta 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"10.000mg"	NA	"Olanzapine"
"6456841000033116"	"Zalasta 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"15.000mg"	NA	"Olanzapine"
"6456941000033112"	"Zalasta 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"2.500mg"	NA	"Olanzapine"
"6457041000033113"	"Zalasta 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"20.000mg"	NA	"Olanzapine"
"6457141000033112"	"Zalasta 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"5.000mg"	NA	"Olanzapine"
"6465341000033114"	"Zalasta 10mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"10.000mg"	NA	"Olanzapine"
"6465441000033115"	"Zalasta 15mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"15.000mg"	NA	"Olanzapine"
"6465641000033118"	"Zalasta 5mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5.000mg"	NA	"Olanzapine"
"6465941000033113"	"Olanzapine 5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5.000mg"	"04020100"	"Olanzapine"
"6466041000033115"	"Olanzapine 10mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"10.000mg"	"04020100"	"Olanzapine"
"6466141000033116"	"Olanzapine 15mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"15.000mg"	"04020100"	"Olanzapine"
"6466241000033111"	"Olanzapine 20mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"20.000mg"	"04020100"	"Olanzapine"
"6469841000033115"	"Clotiapine 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clotiapine"	"40.000mg"	"04020100"	"Clotiapine"
"7681641000033116"	"Olanzapine 10mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"10.000mg"	"04020100"	"Olanzapine"
"7681741000033113"	"Olanzapine 15mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"15.000mg"	"04020100"	"Olanzapine"
"7681841000033115"	"Olanzapine 20mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"20.000mg"	"04020100"	"Olanzapine"
"7681941000033111"	"Olanzapine 5mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5.000mg"	"04020100"	"Olanzapine"
"7687841000033114"	"Sondate XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"7687941000033118"	"Sondate XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"7688041000033115"	"Sondate XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"7688141000033116"	"Sondate XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"8112941000033114"	"Tenprolide XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"8113041000033116"	"Tenprolide XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"8113141000033117"	"Tenprolide XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"8246241000033114"	"Sondate XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"
"8298341000033111"	"Seotiapim XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"8298441000033117"	"Seotiapim XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"8298541000033116"	"Seotiapim XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"8349141000033117"	"Tenprolide XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"8540041000033111"	"Psytixol 50mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"100.000mg/1.000ml"	NA	"Flupentixol"
"8885941000033111"	"Chlorpromazine 25mg suppositories"	"Suppository"	"Rectal"	"Chlorpromazine"	"25.000mg"	"04020100"	"Chlorpromazine"
"8886041000033118"	"Chlorpromazine 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Chlorpromazine"	"10.000mg"	"04020100"	"Chlorpromazine"
"8960241000033117"	"Aripiprazole 400mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Aripiprazole"	"400.000mg"	"04020200"	"Aripiprazole"
"8960441000033116"	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Aripiprazole"	"400.000mg"	NA	"Aripiprazole"
"9604441000033112"	"Ebesque XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"9605541000033112"	"Ebesque XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"9605941000033118"	"Ebesque XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"9606341000033113"	"Ebesque XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"9808941000033118"	"Lurasidone 18.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lurasidone"	"18.500mg"	"04020100"	"Lurasidone"
"9809041000033110"	"Lurasidone 37mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lurasidone"	"37.000mg"	"04020100"	"Lurasidone"
"9809141000033114"	"Lurasidone 74mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lurasidone"	"74.000mg"	"04020100"	"Lurasidone"
"9809241000033119"	"Latuda 18.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lurasidone"	"18.500mg"	NA	"Lurasidone"
"9809341000033112"	"Latuda 37mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lurasidone"	"37.000mg"	NA	"Lurasidone"
"9809441000033118"	"Latuda 74mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lurasidone"	"74.000mg"	NA	"Lurasidone"
"10041141000033118"	"Biquelle XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"10041241000033113"	"Biquelle XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"
"10041341000033115"	"Biquelle XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"10041441000033114"	"Biquelle XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"10041541000033110"	"Biquelle XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"10041741000033119"	"Zaluron XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"10041841000033112"	"Zaluron XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"
"10041941000033116"	"Zaluron XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"10042041000033110"	"Zaluron XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"10042141000033114"	"Zaluron XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"10253841000033119"	"Melperone hydrochloride 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Melperone"	"100.000mg"	"04020100"	"Melperone"
"10254741000033110"	"Mintreleq XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"10254841000033117"	"Mintreleq XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"
"10254941000033113"	"Mintreleq XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"10255041000033113"	"Mintreleq XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"10255141000033112"	"Mintreleq XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"10493341000033115"	"Haloperidol 500micrograms/5ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"100.000microgram/1.000ml"	"04020100"	"Haloperidol"
"10493441000033114"	"Haloperidol 500micrograms/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"100.000microgram/1.000ml"	"04020100"	"Haloperidol"
"10615141000033115"	"Atrolak XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"10615241000033110"	"Atrolak XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"10615341000033117"	"Atrolak XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"10615441000033111"	"Atrolak XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"10946341000033116"	"Aripiprazole 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Aripiprazole"	"400.000mg"	"04020200"	"Aripiprazole"
"10946441000033110"	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection pre-filled syringes"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Aripiprazole"	"400.000mg"	NA	"Aripiprazole"
"11578941000033118"	"Psyquet XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"11579241000033119"	"Psyquet XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"
"11579341000033112"	"Psyquet XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"11579441000033118"	"Psyquet XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
