"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Psychotropic"	"group"
"1116541000033114"	"Prochlorperazine Mesylate  Injection  25 mg/2 ml"	"Solution for injection"	"Intramuscular"	"Prochlorperazine"	NA	NA	"Prochlorperazine"	"Antipsychotics"
"1116941000033115"	"Prochlorperazine Maleate  Injection  12.5 mg/ml"	"Solution for injection"	"Intramuscular"	"Prochlorperazine"	NA	NA	"Prochlorperazine"	"Antipsychotics"
"1117541000033112"	"Promazine Hydrochloride  Injection  50 mg/ml"	"Solution for injection"	"Intramuscular"	"Promazine"	NA	NA	"Promazine"	"Antipsychotics"
"1123841000033114"	"Priadel 520mg/5ml liquid"	"Oral solution"	"Oral"	"Lithium"	"104.000mg/1.000ml"	NA	"Lithium"	"Mood Stabilisers"
"1127741000033112"	"Prochlorperazine Maleate  Spansules  10 mg"	"Modified-release capsule"	"Oral"	"Prochlorperazine"	NA	NA	"Prochlorperazine"	"Antipsychotics"
"1127841000033119"	"Prochlorperazine Maleate  Spansules  15 mg"	"Modified-release capsule"	"Oral"	"Prochlorperazine"	NA	NA	"Prochlorperazine"	"Antipsychotics"
"1128641000033119"	"Prochlorperazine 25mg suppositories"	"Suppository"	"Rectal"	"Prochlorperazine"	"25.000mg"	"04060000"	"Prochlorperazine"	"Antipsychotics"
"1128741000033111"	"Prochlorperazine 5mg suppositories"	"Suppository"	"Rectal"	"Prochlorperazine"	"5.000mg"	"04060000"	"Prochlorperazine"	"Antipsychotics"
"1129141000033118"	"Promazine Hydrochloride  Suspension  50 mg/5 ml"	NA	NA	"Promazine"	NA	NA	"Promazine"	"Antipsychotics"
"1129541000033110"	"Prozac 20mg/5ml liquid"	"Oral solution"	"Oral"	"Fluoxetine"	"4.000mg/1.000ml"	NA	"Fluoxetine"	"Antidepressants"
"1129641000033111"	"Promazine 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Promazine"	"5.000mg/1.000ml"	"04020100"	"Promazine"	"Antipsychotics"
"1130941000033113"	"Proziere 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Prochlorperazine"	"5.000mg"	NA	"Prochlorperazine"	"Antipsychotics"
"1132941000033114"	"Priadel 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"200.000mg"	NA	"Lithium"	"Mood Stabilisers"
"1133041000033116"	"Priadel 400mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Lithium"	"400.000mg"	NA	"Lithium"	"Mood Stabilisers"
"1133541000033114"	"Prochlorperazine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Prochlorperazine"	"25.000mg"	"04060000"	"Prochlorperazine"	"Antipsychotics"
"1133641000033110"	"Prochlorperazine 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Prochlorperazine"	"5.000mg"	"04060000"	"Prochlorperazine"	"Antipsychotics"
"1134241000033114"	"Promazine Hydrochloride  Tablets  100 mg"	"Tablet"	"Oral"	"Promazine"	NA	NA	"Promazine"	"Antipsychotics"
"1134341000033116"	"Promazine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Promazine"	"25.000mg"	"04020100"	"Promazine"	"Antipsychotics"
"1134441000033110"	"Promazine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Promazine"	"50.000mg"	"04020100"	"Promazine"	"Antipsychotics"
"1135541000033110"	"Prothiaden 75mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dosulepin"	"75.000mg"	NA	"Dosulepin"	"Antidepressants"
"1135941000033116"	"Prepadine 75mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dosulepin"	"75.000mg"	NA	"Dosulepin"	"Antidepressants"
"1139841000033114"	"Prochlorperazine 3mg buccal tablets"	"Buccal tablet"	"Buccal"	"Prochlorperazine"	"3.000mg"	"04060000"	"Prochlorperazine"	"Antipsychotics"
"1150041000033111"	"Quetiapine 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"100.000mg"	"04020100"	"Quetiapine"	"Antipsychotics"
"1150141000033110"	"Quetiapine 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"200.000mg"	"04020100"	"Quetiapine"	"Antipsychotics"
"1150241000033115"	"Quetiapine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"25.000mg"	"04020100"	"Quetiapine"	"Antipsychotics"
"1150341000033113"	"Quetiapine Fumarate  Tablets (starter pack)  6 x 25 mg, 2 x 100 mg"	"Tablet"	"Oral"	"Quetiapine"	NA	NA	"Quetiapine"	"Antipsychotics"
"1158141000033113"	"Redeptin  Injection  2 mg/ ml"	"Solution for injection"	"Intramuscular"	"Fluspirilene"	NA	NA	"Fluspirilene"	"Antipsychotics"
"1161241000033115"	"Remoxipride Hydrochloride  M/R capsules  150 mg"	"Capsule"	"Oral"	"Remoxipride"	NA	NA	"Remoxipride"	"Antipsychotics"
"1161341000033113"	"Remoxipride Hydrochloride  M/R capsules  300 mg"	"Capsule"	"Oral"	"Remoxipride"	NA	NA	"Remoxipride"	"Antipsychotics"
"1165641000033115"	"Reboxetine 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Reboxetine"	"4.000mg"	"04030400"	"Reboxetine"	"Antidepressants"
"1173841000033113"	"Risperdal 1mg/ml oral solution"	"Oral solution"	"Oral"	"Risperidone"	"1.000mg/1.000ml"	NA	"Risperidone"	"Antipsychotics"
"1173941000033117"	"Risperidone 1mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Risperidone"	"1.000mg/1.000ml"	"04020100"	"Risperidone"	"Antipsychotics"
"1176241000033115"	"Risperdal 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"1.000mg"	NA	"Risperidone"	"Antipsychotics"
"1176341000033113"	"Risperdal 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"2.000mg"	NA	"Risperidone"	"Antipsychotics"
"1176441000033119"	"Risperdal 3mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"3.000mg"	NA	"Risperidone"	"Antipsychotics"
"1176541000033118"	"Risperdal 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"4.000mg"	NA	"Risperidone"	"Antipsychotics"
"1176641000033117"	"Risperidone 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"1.000mg"	"04020100"	"Risperidone"	"Antipsychotics"
"1176741000033114"	"Risperidone 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"2.000mg"	"04020100"	"Risperidone"	"Antipsychotics"
"1176841000033116"	"Risperidone 3mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"3.000mg"	"04020100"	"Risperidone"	"Antipsychotics"
"1176941000033112"	"Risperidone 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"4.000mg"	"04020100"	"Risperidone"	"Antipsychotics"
"1177641000033119"	"Risperdal 6mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"6.000mg"	NA	"Risperidone"	"Antipsychotics"
"1177741000033111"	"Risperidone 6mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"6.000mg"	"04020100"	"Risperidone"	"Antipsychotics"
"1182641000033114"	"Roxiam  M/R capsules  150 mg"	"Capsule"	"Oral"	"Remoxipride"	NA	NA	"Remoxipride"	"Antipsychotics"
"1182741000033117"	"Roxiam  M/R capsules  300 mg"	"Capsule"	"Oral"	"Remoxipride"	NA	NA	"Remoxipride"	"Antipsychotics"
"1268341000033116"	"Serenace 500microgram capsules"	"Capsule/ Oral capsule"	"Oral"	"Haloperidol"	"500.000microgram"	NA	"Haloperidol"	"Antipsychotics"
"1269641000033115"	"Serenace  Elixir  2 mg/5 ml"	NA	NA	"Haloperidol"	NA	NA	"Haloperidol"	"Antipsychotics"
"1269741000033112"	"Serenace 2mg/ml liquid"	"Oral solution"	"Oral"	"Haloperidol"	"2.000mg/1.000ml"	NA	"Haloperidol"	"Antipsychotics"
"1271541000033112"	"Serenace 20mg/2ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Haloperidol"	"10.000mg/1.000ml"	NA	"Haloperidol"	"Antipsychotics"
"1271641000033113"	"Serenace 5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Haloperidol"	"5.000mg/1.000ml"	NA	"Haloperidol"	"Antipsychotics"
"1275941000033115"	"Serenace 1.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"1.500mg"	NA	"Haloperidol"	"Antipsychotics"
"1276041000033113"	"Serenace 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"10.000mg"	NA	"Haloperidol"	"Antipsychotics"
"1276141000033112"	"Serenace 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"20.000mg"	NA	"Haloperidol"	"Antipsychotics"
"1276241000033117"	"Serenace 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Haloperidol"	"5.000mg"	NA	"Haloperidol"	"Antipsychotics"
"1276841000033118"	"Serdolect 12mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertindole"	"12.000mg"	NA	"Sertindole"	"Antipsychotics"
"1276941000033114"	"Serdolect 16mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertindole"	"16.000mg"	NA	"Sertindole"	"Antipsychotics"
"1277041000033110"	"Serdolect 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertindole"	"20.000mg"	NA	"Sertindole"	"Antipsychotics"
"1277141000033114"	"Serdolect 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertindole"	"4.000mg"	NA	"Sertindole"	"Antipsychotics"
"1277241000033119"	"Sertindole 12mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertindole"	"12.000mg"	"04020100"	"Sertindole"	"Antipsychotics"
"1277341000033112"	"Sertindole 16mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertindole"	"16.000mg"	"04020100"	"Sertindole"	"Antipsychotics"
"1277441000033118"	"Sertindole 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertindole"	"20.000mg"	"04020100"	"Sertindole"	"Antipsychotics"
"1277541000033117"	"Sertindole 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertindole"	"4.000mg"	"04020100"	"Sertindole"	"Antipsychotics"
"1277641000033116"	"Seroquel 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"100.000mg"	NA	"Quetiapine"	"Antipsychotics"
"1277741000033113"	"Seroquel 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"	"Antipsychotics"
"1277841000033115"	"Seroquel 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"25.000mg"	NA	"Quetiapine"	"Antipsychotics"
"1277941000033111"	"Seroquel  Tablets (starter pack)  6 x 25 mg, 2 x 100 mg"	"Tablet"	"Oral"	"Quetiapine"	NA	NA	"Quetiapine"	"Antipsychotics"
"1278341000033111"	"Seroxat 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Paroxetine"	"20.000mg"	NA	"Paroxetine"	"Antidepressants"
"1278441000033117"	"Seroxat 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Paroxetine"	"30.000mg"	NA	"Paroxetine"	"Antidepressants"
"1278741000033112"	"Sertraline 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertraline"	"100.000mg"	"04030300"	"Sertraline"	"Antidepressants"
"1278841000033119"	"Sertraline 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sertraline"	"50.000mg"	"04030300"	"Sertraline"	"Antidepressants"
"1294541000033115"	"Sinequan 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Doxepin"	"10.000mg"	NA	"Doxepin"	"Antidepressants"
"1294641000033119"	"Sinequan 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Doxepin"	"25.000mg"	NA	"Doxepin"	"Antidepressants"
"1294741000033111"	"Sinequan 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Doxepin"	"50.000mg"	NA	"Doxepin"	"Antidepressants"
"1294841000033118"	"Sinequan 75mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Doxepin"	"75.000mg"	NA	"Doxepin"	"Antidepressants"
"1358241000033111"	"Sodium valproate 400mg powder and solvent for solution for injection vials"	"Powder and solvent for solution for injection"	"Intravenous"	"Valproate"	"400.000mg"	"04080100"	"Valproate"	"Mood Stabilisers"
"1358941000033119"	"Sodium Valproate  Sugar-free liquid  200 mg/5 ml"	NA	NA	"Valproate"	NA	NA	"Valproate"	"Mood Stabilisers"
"1359341000033113"	"Sodium valproate 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Valproate"	"200.000mg"	"04080100"	"Valproate"	"Mood Stabilisers"
"1359441000033119"	"Sodium valproate 300mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Valproate"	"300.000mg"	"04080100"	"Valproate"	"Mood Stabilisers"
"1359541000033118"	"Sodium valproate 500mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Valproate"	"500.000mg"	"04080100"	"Valproate"	"Mood Stabilisers"
"1361241000033114"	"Sodium valproate 200mg/5ml oral solution"	"Oral solution"	"Oral"	"Valproate"	"40.000mg/1.000ml"	"04080100"	"Valproate"	"Mood Stabilisers"
"1363641000033113"	"Sodium valproate 200mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Valproate"	"40.000mg/1.000ml"	"04080100"	"Valproate"	"Mood Stabilisers"
"1363741000033116"	"Sodium Valproate  Syrup  200 mg/5 ml"	"Oral solution"	"Oral"	"Valproate"	NA	NA	"Valproate"	"Mood Stabilisers"
"1364941000033115"	"Sodium valproate 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Valproate"	"100.000mg"	"04080100"	"Valproate"	"Mood Stabilisers"
"1365041000033115"	"Sodium valproate 200mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200.000mg"	"04080100"	"Valproate"	"Mood Stabilisers"
"1365141000033116"	"Sodium valproate 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500.000mg"	"04080100"	"Valproate"	"Mood Stabilisers"
"1366641000033118"	"Solian 200 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"200.000mg"	NA	"Amisulpride"	"Antipsychotics"
"1366741000033110"	"Solian 50 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"50.000mg"	NA	"Amisulpride"	"Antipsychotics"
"1370441000033112"	"Sparine  Injection  50 mg/ml"	"Solution for injection"	"Intramuscular"	"Promazine"	NA	NA	"Promazine"	"Antipsychotics"
"1372741000033116"	"Sparine  Suspension  50 mg/5 ml"	NA	NA	"Promazine"	NA	NA	"Promazine"	"Antipsychotics"
"1373141000033110"	"Sparine  Tablets  100 mg"	"Tablet"	"Oral"	"Promazine"	NA	NA	"Promazine"	"Antipsychotics"
"1373241000033115"	"Sparine  Tablets  25 mg"	"Tablet"	"Oral"	"Promazine"	NA	NA	"Promazine"	"Antipsychotics"
"1373341000033113"	"Sparine  Tablets  50 mg"	"Tablet"	"Oral"	"Promazine"	NA	NA	"Promazine"	"Antipsychotics"
"1379041000033113"	"Stemetil  Injection  25 mg/2 ml"	"Solution for injection"	"Intramuscular"	"Prochlorperazine"	NA	NA	"Prochlorperazine"	"Antipsychotics"
"1379241000033117"	"Stelazine  Injection  1 mg/ml"	"Solution for injection"	"Intramuscular"	"Trifluoperazine"	NA	NA	"Trifluoperazine"	"Antipsychotics"
"1379641000033119"	"Stemetil  Injection  12.5 mg/ml"	"Solution for injection"	"Intramuscular"	"Prochlorperazine"	NA	NA	"Prochlorperazine"	"Antipsychotics"
"1381441000033113"	"Stelazine  Liquid  10mg/ml"	NA	NA	"Trifluoperazine"	NA	NA	"Trifluoperazine"	"Antipsychotics"
"1384241000033110"	"Stemetil Eff 5mg sachets"	"Effervescent granules"	"Oral"	"Prochlorperazine"	"5.000mg"	NA	"Prochlorperazine"	"Antipsychotics"
"1385341000033116"	"Stelazine 10mg Spansules"	"Modified-release capsule"	"Oral"	"Trifluoperazine"	"10.000mg"	NA	"Trifluoperazine"	"Antipsychotics"
"1385441000033110"	"Stelazine 15mg Spansules"	"Modified-release capsule"	"Oral"	"Trifluoperazine"	"15.000mg"	NA	"Trifluoperazine"	"Antipsychotics"
"1385541000033111"	"Stelazine 2mg Spansules"	"Modified-release capsule"	"Oral"	"Trifluoperazine"	"2.000mg"	NA	"Trifluoperazine"	"Antipsychotics"
"1385741000033115"	"Stemetil 25mg suppositories"	"Suppository"	"Rectal"	"Prochlorperazine"	"25.000mg"	NA	"Prochlorperazine"	"Antipsychotics"
"1385841000033113"	"Stemetil 5mg suppositories"	"Suppository"	"Rectal"	"Prochlorperazine"	"5.000mg"	NA	"Prochlorperazine"	"Antipsychotics"
"1385941000033117"	"Stelazine 1mg/5ml syrup"	"Oral solution"	"Oral"	"Trifluoperazine"	"200.000microgram/1.000ml"	NA	"Trifluoperazine"	"Antipsychotics"
"1386041000033110"	"Stemetil 5mg/5ml syrup"	"Oral solution"	"Oral"	"Prochlorperazine"	"1.000mg/1.000ml"	NA	"Prochlorperazine"	"Antipsychotics"
"1386341000033112"	"Stelazine 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trifluoperazine"	"1.000mg"	NA	"Trifluoperazine"	"Antipsychotics"
"1386441000033118"	"Stelazine 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trifluoperazine"	"5.000mg"	NA	"Trifluoperazine"	"Antipsychotics"
"1386541000033117"	"Stemetil 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Prochlorperazine"	"25.000mg"	NA	"Prochlorperazine"	"Antipsychotics"
"1386641000033116"	"Stemetil 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Prochlorperazine"	"5.000mg"	NA	"Prochlorperazine"	"Antipsychotics"
"1389441000033112"	"Surmontil 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trimipramine"	"50.000mg"	NA	"Trimipramine"	"Antidepressants"
"1396441000033117"	"Sulpiride 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sulpiride"	"200.000mg"	"04020100"	"Sulpiride"	"Antipsychotics"
"1396541000033116"	"Sulpitil 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sulpiride"	"200.000mg"	NA	"Sulpiride"	"Antipsychotics"
"1396741000033112"	"Surmontil 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trimipramine"	"10.000mg"	NA	"Trimipramine"	"Antidepressants"
"1396841000033119"	"Surmontil 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trimipramine"	"25.000mg"	NA	"Trimipramine"	"Antidepressants"
"1397641000033117"	"Sulpiride 400mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sulpiride"	"400.000mg"	"04020100"	"Sulpiride"	"Antipsychotics"
"1415041000033114"	"Tegretol 100mg Chewtabs"	"Chewable tablet"	"Oral"	"Carbamazepine"	"100.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1415141000033113"	"Tegretol 200mg Chewtabs"	"Chewable tablet"	"Oral"	"Carbamazepine"	"200.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1423941000033119"	"Tegretol 125mg suppositories"	"Suppository"	"Rectal"	"Carbamazepine"	"125.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1424041000033117"	"Tegretol 250mg suppositories"	"Suppository"	"Rectal"	"Carbamazepine"	"250.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1424241000033113"	"Tegretol 100mg/5ml liquid"	"Oral suspension"	"Oral"	"Carbamazepine"	"20.000mg/1.000ml"	NA	"Carbamazepine"	"Mood Stabilisers"
"1425841000033111"	"Tegretol 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Carbamazepine"	"100.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1425941000033115"	"Tegretol 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Carbamazepine"	"200.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1426041000033113"	"Tegretol 400mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Carbamazepine"	"400.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1428841000033119"	"Tegretol Prolonged Release 200mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1428941000033110"	"Tegretol Prolonged Release 400mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1432341000033111"	"Thioridazine 100mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Thioridazine"	"20.000mg/1.000ml"	"04020100"	"Thioridazine"	"Antipsychotics"
"1432441000033117"	"Thioridazine 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Thioridazine"	"5.000mg/1.000ml"	"04020100"	"Thioridazine"	"Antipsychotics"
"1432541000033116"	"Thioridazine 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Thioridazine"	"5.000mg/1.000ml"	"04020100"	"Thioridazine"	"Antipsychotics"
"1432741000033112"	"Thioridazine  Syrup  12.5mg/5 ml"	"Oral solution"	"Oral"	"Thioridazine"	NA	NA	"Thioridazine"	"Antipsychotics"
"1433641000033111"	"Thioridazine 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Thioridazine"	"10.000mg"	"04020100"	"Thioridazine"	"Antipsychotics"
"1433741000033119"	"Thioridazine 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Thioridazine"	"100.000mg"	"04020100"	"Thioridazine"	"Antipsychotics"
"1433841000033112"	"Thioridazine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Thioridazine"	"25.000mg"	"04020100"	"Thioridazine"	"Antipsychotics"
"1433941000033116"	"Thioridazine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Thioridazine"	"50.000mg"	"04020100"	"Thioridazine"	"Antipsychotics"
"1449441000033113"	"Tofranil 25mg/5ml syrup"	"Oral solution"	"Oral"	"Imipramine"	"5.000mg/1.000ml"	NA	"Imipramine"	"Antidepressants"
"1450741000033110"	"Tofranil  Tablets  10 mg"	"Tablet"	"Oral"	"Imipramine"	NA	NA	"Imipramine"	"Antidepressants"
"1450841000033117"	"Tofranil 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Imipramine"	"25.000mg"	NA	"Imipramine"	"Antidepressants"
"1454641000033112"	"Trazodone 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trazodone"	"50.000mg"	"04030100"	"Trazodone"	"Antidepressants"
"1454741000033115"	"Trimipramine 50mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trimipramine"	"50.000mg"	"04030100"	"Trimipramine"	"Antidepressants"
"1455241000033113"	"Trazodone 100mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Trazodone"	"100.000mg"	"04030100"	"Trazodone"	"Antidepressants"
"1459841000033114"	"Trifluoperazine  Injection  1 mg/ml"	"Solution for injection"	"Intramuscular"	"Trifluoperazine"	NA	NA	"Trifluoperazine"	"Antipsychotics"
"1461941000033113"	"Trazodone 50mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Trazodone"	"10.000mg/1.000ml"	"04030100"	"Trazodone"	"Antidepressants"
"1462041000033119"	"Trifluoperazine  Liquid  10mg/ml"	NA	NA	"Trifluoperazine"	NA	NA	"Trifluoperazine"	"Antipsychotics"
"1462241000033110"	"Trazodone 150mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Trazodone"	"150.000mg"	"04030100"	"Trazodone"	"Antidepressants"
"1464141000033113"	"Trifluoperazine 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Trifluoperazine"	"1.000mg/1.000ml"	"04020100"	"Trifluoperazine"	"Antipsychotics"
"1466941000033117"	"Trifluoperazine 10mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Trifluoperazine"	"10.000mg"	"04020100"	"Trifluoperazine"	"Antipsychotics"
"1467041000033116"	"Trifluoperazine 15mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Trifluoperazine"	"15.000mg"	"04020100"	"Trifluoperazine"	"Antipsychotics"
"1467141000033117"	"Trifluoperazine 2mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Trifluoperazine"	"2.000mg"	"04020100"	"Trifluoperazine"	"Antipsychotics"
"1467641000033110"	"Trifluoperazine 1mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Trifluoperazine"	"200.000microgram/1.000ml"	"04020100"	"Trifluoperazine"	"Antipsychotics"
"1469441000033116"	"Tranylcypromine 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Tranylcypromine"	"10.000mg"	"04030200"	"Tranylcypromine"	"Antidepressants"
"1470641000033116"	"Trifluoperazine 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trifluoperazine"	"1.000mg"	"04020100"	"Trifluoperazine"	"Antipsychotics"
"1470741000033113"	"Trifluoperazine 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trifluoperazine"	"5.000mg"	"04020100"	"Trifluoperazine"	"Antipsychotics"
"1471341000033116"	"Trimipramine 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trimipramine"	"10.000mg"	"04030100"	"Trimipramine"	"Antidepressants"
"1471441000033110"	"Trimipramine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trimipramine"	"25.000mg"	"04030100"	"Trimipramine"	"Antidepressants"
"1471641000033112"	"Triperidol  Tablets  1 mg"	"Tablet"	"Oral"	"Trifluperidol"	NA	NA	"Trifluperidol"	"Antipsychotics"
"1471741000033115"	"Triperidol  Tablets  500 mcg"	"Tablet"	"Oral"	"Trifluperidol"	NA	NA	"Trifluperidol"	"Antipsychotics"
"1473341000033117"	"Triptafen tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perphenazine/Amitriptyline"	"25.000mg + 2.000mg"	NA	"Perphenazine/Amitriptyline"	"Antipsychotics, Antidepressants"
"1473441000033111"	"Triptafen-M tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perphenazine/Amitriptyline"	"10.000mg + 2.000mg"	NA	"Perphenazine/Amitriptyline"	"Antipsychotics, Antidepressants"
"1473641000033113"	"Trazodone 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Trazodone"	"150.000mg"	"04030100"	"Trazodone"	"Antidepressants"
"1473741000033116"	"Trifluperidol  Tablets  1 mg"	"Tablet"	"Oral"	"Trifluperidol"	NA	NA	"Trifluperidol"	"Antipsychotics"
"1474141000033117"	"Tryptophan 500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Tryptophan"	"500.000mg"	"04030400"	"Tryptophan"	"Antidepressants"
"1474541000033114"	"Trifluperidol  Tablets  500 mcg"	"Tablet"	"Oral"	"Trifluperidol"	NA	NA	"Trifluperidol"	"Antipsychotics"
"1500041000033112"	"Valproic acid 150mg gastro-resistant capsules"	"Gastro-resistant capsule"	"Oral"	"Valproic"	"150.000mg"	"04080100"	"Valproic"	"Mood Stabilisers"
"1500141000033111"	"Valproic acid 300mg gastro-resistant capsules"	"Gastro-resistant capsule"	"Oral"	"Valproic"	"300.000mg"	"04080100"	"Valproic"	"Mood Stabilisers"
